step,epoch,loss_treino,lr,grad_norm,tokens_por_seg,gpu_mem_gb,elapsed_s
7740,19,1.595738,1.025179e-04,0.6016,108178.1,0.617,210.8
7760,19,1.634225,1.018134e-04,0.6758,105477.1,0.617,211.3
7780,19,1.598124,1.011101e-04,0.5547,96100.6,0.617,211.8
7800,19,1.625409,1.004080e-04,0.5938,91031.5,0.617,212.2
7820,19,1.601008,9.970716e-05,0.5820,113995.9,0.617,212.7
7840,19,1.614026,9.900753e-05,0.4551,71788.9,0.617,213.2
7860,19,1.609850,9.830914e-05,0.5703,107587.2,0.617,213.7
7880,19,1.602677,9.761203e-05,0.4805,92393.9,0.617,214.1
7900,19,1.627432,9.691620e-05,0.5664,105210.3,0.617,214.5
7920,19,1.591680,9.622168e-05,0.4844,121226.3,0.617,214.9
7940,19,1.609170,9.552847e-05,0.5117,115701.9,0.617,215.3
7960,19,1.625230,9.483661e-05,0.6406,98128.2,0.617,215.7
7980,19,1.632058,9.414610e-05,0.4648,59355.9,0.617,216.1
8000,19,1.606379,9.345696e-05,0.5703,158611.1,0.617,216.6
8020,19,1.611285,9.276920e-05,0.5977,101710.4,0.617,217.1
8040,19,1.605105,9.208286e-05,0.5781,99124.3,0.617,217.6
8060,19,1.590960,9.139793e-05,0.8125,109622.7,0.617,218.1
8080,19,1.582744,9.071445e-05,0.3750,159525.4,0.617,218.5
8100,20,1.588572,9.003242e-05,0.6211,114805.7,0.617,221.0
8120,20,1.609283,8.935186e-05,0.8047,138593.4,0.617,221.5
8140,20,1.583958,8.867279e-05,0.4414,121383.2,0.617,221.9
8160,20,1.599856,8.799523e-05,0.4707,128259.0,0.617,222.4
8180,20,1.634436,8.731919e-05,0.5820,79549.0,0.617,222.9
8200,20,1.597722,8.664469e-05,0.4395,100054.1,0.617,223.3
8220,20,1.624962,8.597174e-05,0.5312,71471.5,0.617,223.8
8240,20,1.593950,8.530037e-05,0.5820,122222.7,0.617,224.3
8260,20,1.618379,8.463058e-05,0.6094,101959.0,0.617,224.8
8280,20,1.599937,8.396240e-05,0.5039,114647.2,0.617,225.3
8300,20,1.614603,8.329585e-05,0.4512,88253.4,0.617,225.8
8320,20,1.606319,8.263093e-05,0.5273,88407.8,0.617,226.3
8340,20,1.613068,8.196766e-05,0.7578,79104.6,0.617,226.8
8360,20,1.620515,8.130606e-05,0.5156,87239.6,0.617,227.2
8380,20,1.597367,8.064616e-05,0.6133,81458.3,0.617,227.7
8400,20,1.599292,7.998795e-05,0.5703,87617.0,0.617,228.2
8420,20,1.607734,7.933146e-05,0.5234,117075.2,0.617,228.7
8440,20,1.612857,7.867671e-05,0.5312,123922.2,0.617,229.2
8460,20,1.590058,7.802371e-05,0.5039,124885.8,0.617,229.6
8480,20,1.605963,7.737248e-05,0.4102,119014.0,0.617,230.1
8500,20,1.585716,7.672303e-05,0.5000,149605.5,0.617,230.6
8520,20,1.591635,7.607538e-05,0.6406,41268.8,0.617,231.0
8540,21,1.596009,7.542954e-05,0.5547,105136.3,0.617,233.4
8560,21,1.625470,7.478554e-05,0.7031,92882.8,0.617,233.9
8580,21,1.626067,7.414338e-05,0.8008,67210.5,0.617,234.4
8600,21,1.600889,7.350308e-05,0.4766,110060.2,0.617,234.9
8620,21,1.613451,7.286467e-05,0.5156,134251.3,0.617,235.3
8640,21,1.632835,7.222814e-05,0.6133,77234.2,0.617,235.8
8660,21,1.576014,7.159353e-05,0.4609,138054.2,0.617,236.3
8680,21,1.593328,7.096084e-05,0.4414,115777.9,0.617,236.8
8700,21,1.605482,7.033009e-05,0.6211,104674.9,0.617,237.2
8720,21,1.626340,6.970130e-05,0.5273,97524.0,0.617,237.7
8740,21,1.599248,6.907448e-05,0.6719,172374.9,0.617,238.1
8760,21,1.596951,6.844965e-05,0.5234,118636.2,0.617,238.5
8780,21,1.595120,6.782682e-05,0.5664,155517.3,0.617,238.8
8800,21,1.622330,6.720601e-05,0.4004,96343.3,0.617,239.2
8820,21,1.626401,6.658723e-05,0.5430,84408.7,0.617,239.7
8840,21,1.607698,6.597050e-05,0.6172,100534.3,0.617,240.2
8860,21,1.627074,6.535583e-05,1.3516,64105.2,0.617,240.6
8880,21,1.607907,6.474324e-05,0.4902,107253.6,0.617,241.1
8900,21,1.585075,6.413274e-05,0.5703,132554.9,0.617,241.6
8920,21,1.610992,6.352436e-05,0.5352,105359.0,0.617,242.1
8940,21,1.603140,6.291809e-05,0.5742,88163.7,0.617,242.5
8960,22,1.584274,6.231396e-05,0.6016,144382.2,0.617,244.9
8980,22,1.605990,6.171199e-05,0.4258,94517.7,0.617,245.4
9000,22,1.605149,6.111218e-05,0.4023,99989.4,0.617,245.9
9020,22,1.589284,6.051456e-05,0.4980,98896.8,0.617,246.3
9040,22,1.613925,5.991914e-05,0.5000,95283.3,0.617,246.8
9060,22,1.590145,5.932592e-05,0.5977,128657.7,0.617,247.2
9080,22,1.633591,5.873493e-05,0.5234,79782.1,0.617,247.7
9100,22,1.593671,5.814619e-05,0.5117,139310.8,0.617,248.1
9120,22,1.588410,5.755970e-05,0.6016,105436.6,0.617,248.6
9140,22,1.608373,5.697547e-05,0.5156,142456.0,0.617,249.1
9160,22,1.627516,5.639354e-05,0.5859,81272.0,0.617,249.5
9180,22,1.617267,5.581390e-05,0.4570,109669.9,0.617,249.8
9200,22,1.612142,5.523657e-05,0.4805,90818.4,0.617,250.2
9220,22,1.589759,5.466157e-05,0.5078,147226.7,0.617,250.6
9240,22,1.578711,5.408891e-05,0.4160,132991.9,0.618,251.0
9260,22,1.599699,5.351861e-05,0.5234,100282.0,0.618,251.5
9280,22,1.617419,5.295067e-05,0.5742,89619.0,0.618,252.0
9300,22,1.609693,5.238512e-05,0.5742,121815.2,0.618,252.4
9320,22,1.598535,5.182197e-05,0.5859,113042.8,0.618,252.9
9340,22,1.618117,5.126122e-05,0.5312,113922.9,0.618,253.4
9360,22,1.605244,5.070290e-05,0.7305,152643.7,0.618,253.8
9380,23,1.609035,5.014702e-05,0.4863,94538.1,0.618,256.2
9400,23,1.607481,4.959359e-05,0.6758,96024.2,0.618,256.7
9420,23,1.609885,4.904263e-05,0.5039,110456.9,0.618,257.1
9440,23,1.624788,4.849414e-05,0.5586,89989.5,0.618,257.6
9460,23,1.615439,4.794815e-05,0.5391,75886.1,0.618,258.1
9480,23,1.612906,4.740466e-05,0.5000,80319.6,0.618,258.6
9500,23,1.639698,4.686369e-05,0.6836,96444.4,0.618,259.1
9520,23,1.623772,4.632525e-05,0.4727,70255.6,0.618,259.6
9540,23,1.641395,4.578936e-05,0.5469,74006.7,0.618,260.0
9560,23,1.610059,4.525603e-05,0.8047,111539.0,0.618,260.5
9580,23,1.594675,4.472527e-05,0.5547,110491.9,0.618,260.9
9600,23,1.599396,4.419710e-05,0.5273,123552.9,0.618,261.3
9620,23,1.611893,4.367152e-05,0.4922,113772.1,0.618,261.7
9640,23,1.597103,4.314855e-05,0.8086,149196.5,0.618,262.1
9660,23,1.609532,4.262821e-05,0.4980,78700.0,0.618,262.5
9680,23,1.628828,4.211050e-05,0.7344,96042.9,0.618,263.0
9700,23,1.627901,4.159545e-05,0.6992,112019.0,0.618,263.5
9720,23,1.626827,4.108305e-05,0.4531,72708.9,0.618,263.9
9740,23,1.597592,4.057333e-05,0.4570,83474.5,0.618,264.4
9760,23,1.599296,4.006630e-05,0.4297,98609.7,0.618,264.8
9780,23,1.590274,3.956196e-05,0.4707,137367.4,0.618,265.3
9800,24,1.597883,3.906034e-05,0.5234,102184.8,0.618,267.7
9820,24,1.604643,3.856144e-05,0.4922,80361.8,0.618,268.1
9840,24,1.618386,3.806528e-05,0.5664,105047.5,0.618,268.6
9860,24,1.616893,3.757186e-05,0.5430,85342.6,0.618,269.0
9880,24,1.611227,3.708121e-05,0.4902,70637.2,0.618,269.5
9900,24,1.637782,3.659333e-05,0.7773,61663.9,0.618,270.0
9920,24,1.600794,3.610823e-05,0.4238,132891.3,0.618,270.5
9940,24,1.601663,3.562593e-05,0.4258,93208.7,0.618,270.9
9960,24,1.624109,3.514644e-05,0.5273,80420.2,0.618,271.4
9980,24,1.623593,3.466976e-05,0.4531,95521.4,0.618,271.9
10000,24,1.602637,3.419592e-05,0.4082,96083.6,0.618,272.3
10020,24,1.599553,3.372493e-05,0.5156,143598.2,0.618,272.7
10040,24,1.605531,3.325679e-05,0.5273,108667.0,0.618,273.1
10060,24,1.596442,3.279151e-05,0.5469,88986.9,0.618,273.6
10080,24,1.597923,3.232911e-05,0.5156,103793.9,0.618,273.9
10100,24,1.612033,3.186961e-05,0.4219,105219.2,0.618,274.3
10120,24,1.591349,3.141300e-05,0.5938,110678.2,0.618,274.8
10140,24,1.611900,3.095930e-05,0.8086,115719.1,0.618,275.3
10160,24,1.618749,3.050853e-05,0.5469,113005.1,0.618,275.8
10180,24,1.613932,3.006069e-05,0.6211,93143.3,0.618,276.2
10200,24,1.597626,2.961580e-05,0.4258,128990.9,0.618,276.7
10220,24,1.595278,2.917386e-05,0.5586,121389.8,0.618,277.1
10240,25,1.596946,2.873489e-05,0.5898,88258.1,0.618,279.5
10260,25,1.620024,2.829889e-05,0.5117,81615.5,0.618,280.0
10280,25,1.578797,2.786589e-05,0.5195,109490.8,0.618,280.5
10300,25,1.624689,2.743588e-05,0.6172,56411.5,0.618,280.9
10320,25,1.611628,2.700889e-05,0.4609,73296.5,0.618,281.4
10340,25,1.598858,2.658491e-05,0.5547,104835.5,0.618,281.9
10360,25,1.627997,2.616396e-05,0.4746,90626.8,0.618,282.4
10380,25,1.622204,2.574606e-05,0.5000,77698.2,0.618,282.8
10400,25,1.609410,2.533120e-05,0.5742,104033.2,0.618,283.3
10420,25,1.592620,2.491941e-05,0.6055,101375.2,0.618,283.8
10440,25,1.599841,2.451068e-05,0.5117,93713.3,0.618,284.2
10460,25,1.605385,2.410504e-05,0.6602,148294.2,0.618,284.6
10480,25,1.603617,2.370249e-05,0.5859,106253.5,0.618,285.0
10500,25,1.615717,2.330304e-05,0.4512,93675.7,0.618,285.4
10520,25,1.603550,2.290670e-05,0.6406,127279.2,0.618,285.8
10540,25,1.622293,2.251348e-05,0.5391,75186.1,0.618,286.3
10560,25,1.583557,2.212340e-05,0.5039,133583.0,0.618,286.7
10580,25,1.610374,2.173645e-05,0.5039,120327.5,0.618,287.2
10600,25,1.577807,2.135265e-05,0.4922,108800.5,0.618,287.7
10620,25,1.619546,2.097201e-05,0.5430,82295.0,0.618,288.2
10640,25,1.604498,2.059454e-05,0.6719,105504.4,0.618,288.6
10660,26,1.608205,2.022025e-05,0.6875,56283.3,0.618,291.0
10680,26,1.622214,1.984914e-05,0.5938,75543.3,0.618,291.5
10700,26,1.607608,1.948123e-05,0.4355,71535.5,0.618,292.0
10720,26,1.603842,1.911652e-05,0.5352,127441.1,0.618,292.4
10740,26,1.595894,1.875503e-05,0.4980,122892.1,0.618,292.9
10760,26,1.638969,1.839676e-05,0.5820,80093.6,0.618,293.3
10780,26,1.620839,1.804172e-05,0.4902,127605.5,0.618,293.7
10800,26,1.607338,1.768992e-05,0.5078,117449.8,0.618,294.2
10820,26,1.597271,1.734137e-05,0.5664,131041.3,0.618,294.7
10840,26,1.594798,1.699607e-05,0.6016,120066.6,0.618,295.2
10860,26,1.596346,1.665405e-05,0.4004,116359.2,0.618,295.7
10880,26,1.597267,1.631529e-05,0.4473,100307.5,0.618,296.1
10900,26,1.605316,1.597982e-05,0.4961,119005.1,0.618,296.5
10920,26,1.601274,1.564764e-05,0.4727,101595.0,0.618,296.9
10940,26,1.605202,1.531876e-05,0.6406,68005.2,0.618,297.3
10960,26,1.625010,1.499319e-05,0.4219,88874.8,0.618,297.7
10980,26,1.598563,1.467093e-05,0.4258,131465.0,0.618,298.2
11000,26,1.595281,1.435199e-05,0.5391,113432.9,0.618,298.7
11020,26,1.634520,1.403639e-05,0.9062,96046.1,0.618,299.2
11040,26,1.589879,1.372412e-05,0.4609,91877.3,0.618,299.6
11060,26,1.597607,1.341520e-05,0.5469,72624.2,0.618,300.1
11080,27,1.598981,1.310963e-05,0.5781,101927.4,0.618,302.4
11100,27,1.607086,1.280742e-05,0.4023,99921.1,0.618,302.9
11120,27,1.622349,1.250859e-05,0.4570,64819.4,0.618,303.4
11140,27,1.597518,1.221312e-05,0.6016,141324.1,0.618,303.8
11160,27,1.611163,1.192105e-05,0.5234,95155.0,0.618,304.3
11180,27,1.607097,1.163236e-05,0.6523,81076.6,0.618,304.8
11200,27,1.622345,1.134707e-05,0.5430,79513.8,0.618,305.2
11220,27,1.598220,1.106518e-05,0.4980,128503.9,0.618,305.6
11240,27,1.614786,1.078671e-05,0.4902,81317.7,0.618,306.1
11260,27,1.607876,1.051165e-05,0.4277,143317.1,0.618,306.6
11280,27,1.625400,1.024002e-05,0.5312,75724.7,0.618,307.1
11300,27,1.613066,9.971817e-06,0.5195,97494.6,0.618,307.6
11320,27,1.611597,9.707055e-06,0.7773,96690.9,0.618,308.0
11340,27,1.587553,9.445738e-06,0.6055,129014.1,0.618,308.4
11360,27,1.600073,9.187872e-06,0.6094,126154.6,0.618,308.8
11380,27,1.577018,8.933464e-06,0.5039,152273.2,0.618,309.1
11400,27,1.594961,8.682519e-06,0.5039,111903.8,0.618,309.6
11420,27,1.586591,8.435044e-06,0.4629,156220.2,0.618,310.0
11440,27,1.595555,8.191045e-06,0.5078,112754.0,0.618,310.5
11460,27,1.629573,7.950529e-06,0.5859,69245.7,0.618,310.9
11480,27,1.626951,7.713500e-06,0.4902,70055.0,0.618,311.4
11500,27,1.602231,7.479964e-06,0.6328,101396.8,0.618,311.9
11520,28,1.610982,7.249929e-06,0.4688,108444.1,0.618,314.4
11540,28,1.612453,7.023398e-06,0.5078,67713.2,0.618,314.9
11560,28,1.604655,6.800378e-06,0.5391,129933.9,0.618,315.3
11580,28,1.581933,6.580873e-06,0.4023,153716.8,0.618,315.8
11600,28,1.574616,6.364891e-06,0.4570,109201.2,0.618,316.3
11620,28,1.616759,6.152435e-06,0.6133,88534.1,0.618,316.7
11640,28,1.604105,5.943511e-06,0.5977,127369.1,0.618,317.2
11660,28,1.587566,5.738125e-06,0.5078,79407.1,0.618,317.7
11680,28,1.614207,5.536280e-06,0.5469,76818.1,0.618,318.1
11700,28,1.586113,5.337983e-06,0.4434,118566.9,0.618,318.6
11720,28,1.608068,5.143238e-06,0.6992,106762.9,0.618,319.1
11740,28,1.601070,4.952049e-06,0.5352,101610.7,0.618,319.5
11760,28,1.585048,4.764423e-06,0.4141,166886.0,0.618,319.9
11780,28,1.599977,4.580362e-06,0.5195,129783.7,0.618,320.3
11800,28,1.604300,4.399871e-06,0.5039,104143.2,0.618,320.7
11820,28,1.619491,4.222956e-06,0.5156,69973.4,0.618,321.1
11840,28,1.607490,4.049620e-06,0.5742,97635.1,0.618,321.5
11860,28,1.606573,3.879868e-06,0.4922,89825.8,0.618,322.0
11880,28,1.598139,3.713704e-06,0.7578,95955.1,0.618,322.5
11900,28,1.614171,3.551132e-06,0.9531,122057.7,0.618,323.0
11920,28,1.612590,3.392155e-06,0.4980,87058.0,0.618,323.5
11940,29,1.597520,3.236778e-06,0.5195,99068.6,0.618,325.9
11960,29,1.624724,3.085005e-06,0.4453,98596.4,0.618,326.3
11980,29,1.596445,2.936839e-06,0.5391,108404.7,0.618,326.8
12000,29,1.606612,2.792285e-06,0.4238,121554.2,0.618,327.3
12020,29,1.597426,2.651344e-06,0.4277,115448.2,0.618,327.8
12040,29,1.597184,2.514022e-06,0.5664,102627.8,0.618,328.2
12060,29,1.578635,2.380321e-06,0.4902,117894.9,0.618,328.7
12080,29,1.595275,2.250245e-06,0.4688,130425.8,0.618,329.2
12100,29,1.599033,2.123796e-06,0.4902,120611.5,0.618,329.7
12120,29,1.612198,2.000979e-06,0.5078,69084.5,0.618,330.1
12140,29,1.592678,1.881795e-06,0.5703,104178.8,0.618,330.6
12160,29,1.597797,1.766248e-06,0.5000,73304.2,0.618,331.1
12180,29,1.584445,1.654341e-06,0.4863,102952.8,0.618,331.5
12200,29,1.624625,1.546077e-06,0.6836,117218.9,0.618,331.9
12220,29,1.610930,1.441457e-06,0.5977,115041.7,0.618,332.3
12240,29,1.593536,1.340485e-06,0.6797,106307.4,0.618,332.7
12260,29,1.609530,1.243164e-06,0.4961,123132.2,0.618,333.1
12280,29,1.613566,1.149495e-06,0.5703,96332.2,0.618,333.5
12300,29,1.616026,1.059481e-06,0.4941,105094.2,0.618,333.9
12320,29,1.606142,9.731236e-07,0.5508,111418.7,0.618,334.3
12340,29,1.599599,8.904258e-07,0.7148,148905.0,0.618,334.7
12360,30,1.602178,8.113891e-07,0.5391,129673.3,0.618,336.4
12380,30,1.589491,7.360156e-07,0.5664,125604.8,0.618,336.7
12400,30,1.647278,6.643071e-07,0.6094,74654.6,0.618,337.1
12420,30,1.605605,5.962653e-07,0.5508,92702.3,0.618,337.5
12440,30,1.643866,5.318921e-07,0.5273,89142.1,0.618,337.8
12460,30,1.604445,4.711888e-07,0.6055,125368.9,0.618,338.2
12480,30,1.617817,4.141571e-07,0.4805,129440.4,0.618,338.5
12500,30,1.603743,3.607982e-07,0.5391,129551.1,0.618,338.9
12520,30,1.599983,3.111136e-07,0.4395,109955.9,0.618,339.2
12540,30,1.588674,2.651044e-07,0.5977,134866.2,0.618,339.6
12560,30,1.594890,2.227719e-07,0.5859,110222.7,0.618,339.9
12580,30,1.590078,1.841169e-07,0.4863,110892.0,0.618,340.3
12600,30,1.592222,1.491405e-07,0.4727,107290.6,0.618,340.6
12620,30,1.604349,1.178435e-07,0.5469,103152.3,0.618,341.0
12640,30,1.621287,9.022669e-08,0.5625,123653.3,0.618,341.3
12660,30,1.634990,6.629076e-08,0.5430,83428.4,0.618,341.7
12680,30,1.577082,4.603629e-08,0.5664,147684.8,0.618,342.0
12700,30,1.624976,2.946377e-08,0.4922,112974.7,0.618,342.4
12720,30,1.605446,1.657361e-08,0.5000,118202.7,0.618,342.7
12740,30,1.615986,7.366122e-09,0.5625,139640.0,0.618,343.1
12760,30,1.607041,1.841542e-09,0.4336,122408.0,0.618,343.4
12780,30,1.625749,0.000000e+00,0.9727,26027.5,0.618,343.8
