evento_id,entidade_id,data_evento,split,elegivel_downstream
12598,cca3071e3e9bb7d12640c9fbe2301306,2017-03-04 15:23:16,train,True
12599,4a3ca9315b744ce9f8e9374361493884,2018-04-18 14:36:21,val,True
12600,897060da8b9a21f655304d50fd935913,2018-03-07 20:55:23,train,True
12601,897060da8b9a21f655304d50fd935913,2018-03-07 20:55:23,train,True
12602,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-20 13:19:35,test,True
12603,d57e18d5f73c7ccb7f7339b61166898d,2018-02-17 13:40:54,train,True
12604,f457c46070d02cadd8a68551231220dd,2018-01-31 23:35:19,train,True
12605,955fee9216a65b617aa5c0531780ce60,2017-11-17 19:42:24,train,True
12606,955fee9216a65b617aa5c0531780ce60,2017-11-17 19:42:24,train,True
12607,3d871de0142ce09b7081e2b9d1733cb1,2017-11-25 20:31:35,train,True
12608,12b9676b00f60f3b700e83af21824c0e,2018-05-07 01:02:43,val,True
12609,8648b1e89e9b349e32d3741b30ec737e,2018-03-12 01:17:08,train,True
12610,8648b1e89e9b349e32d3741b30ec737e,2018-03-12 01:17:08,train,True
12611,955fee9216a65b617aa5c0531780ce60,2018-08-14 07:35:34,test,True
12612,6560211a19b47992c3666cc44a7e94c0,2017-09-15 14:13:49,train,True
12613,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2018-01-12 10:50:09,train,True
12614,3d871de0142ce09b7081e2b9d1733cb1,2017-12-14 14:39:52,train,True
12615,1b65c144b17e607c0f37f10bb7dfec8d,2018-05-07 20:06:49,val,True
12616,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-15 21:26:28,val,True
12617,402916f742e5c740cc751493d9cf5053,2018-08-09 17:03:53,test,True
12618,f615fe7efbef0f4f08fd3086bc7a3e60,2017-08-07 21:35:22,train,True
12619,7aa4334be125fcdd2ba64b3180029f14,2017-08-07 21:35:22,train,True
12620,850f4f8af5ea87287ac68de36e29107f,2018-03-22 08:23:33,train,True
12621,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-06 12:33:21,train,True
12622,dfa0c4c6229ab200a4a1336b4d7128ff,2018-05-23 12:24:36,val,True
12623,0df3984f9dfb3d49ac6366acbd3bbb85,2018-02-27 09:57:31,train,True
12624,01fd077212124329bac32490e8ef80d9,2018-08-07 10:00:25,test,True
12625,b4f8921fcc4ff77b66bea6dda43dcd51,2018-06-17 18:18:42,test,True
12626,5c243662ce92d84573bfaff24c3e3700,2017-05-22 09:50:03,train,True
12627,7299e27ed73d2ad986de7f7c77d919fa,2018-06-13 19:59:05,test,True
12628,7c67e1448b00f6e969d365cea6b010ab,2018-04-15 11:41:47,val,True
12629,cca3071e3e9bb7d12640c9fbe2301306,2017-11-12 23:23:45,train,True
12630,522620dcb18a6b31cd7bdf73665113a9,2018-04-08 09:17:01,val,True
12631,259f7b5e6e482c230e5bfaa670b6bb8f,2018-01-18 20:46:23,train,True
12632,febab0275244b9a49a623f0bd613ca2f,2017-05-16 18:41:55,train,True
12633,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-14 08:14:47,train,True
12634,1f50f920176fa81dab994f9023523100,2018-01-30 23:21:43,train,True
12635,1f50f920176fa81dab994f9023523100,2018-01-30 23:21:43,train,True
12636,f7ccf836d21b2fb1de37564105216cc1,2018-01-31 16:06:34,train,True
12637,4c2b230173bb36f9b240f2b8ac11786e,2017-09-23 10:41:51,train,True
12638,4c2b230173bb36f9b240f2b8ac11786e,2017-09-23 10:41:51,train,True
12639,4c2b230173bb36f9b240f2b8ac11786e,2017-09-23 10:41:51,train,True
12640,4c2b230173bb36f9b240f2b8ac11786e,2017-09-23 10:41:51,train,True
12641,4c2b230173bb36f9b240f2b8ac11786e,2017-09-23 10:41:51,train,True
12642,e0a366315b1b726b6c7832d664c0f530,2018-06-20 00:10:54,test,True
12643,e0a366315b1b726b6c7832d664c0f530,2018-06-20 00:10:54,test,True
12644,cfa5ab0e4d3fc212fd0b3410e7081c62,2018-04-25 21:36:51,val,True
12645,ea8482cd71df3c1969d7b9473ff13abc,2017-12-08 20:31:05,train,True
12646,dfa0c4c6229ab200a4a1336b4d7128ff,2018-08-20 17:04:34,test,True
12647,dfa0c4c6229ab200a4a1336b4d7128ff,2018-08-20 17:04:34,test,True
12648,ea8482cd71df3c1969d7b9473ff13abc,2017-11-21 11:14:22,train,True
12649,c003204e1ab016dfa150abc119207b24,2018-04-05 14:42:12,train,True
12650,f3da5b2ff499efb8d4a6d371d175d7dd,2018-03-18 19:25:06,train,True
12651,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-19 11:56:27,train,True
12652,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-19 11:56:27,train,True
12653,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-13 17:59:46,train,True
12654,30a2f535bb48308f991d0b9ad4a8c4bb,2017-12-01 17:03:26,train,True
12655,87142160b41353c4e5fca2360caf6f92,2018-04-08 01:10:49,val,True
12656,87142160b41353c4e5fca2360caf6f92,2017-03-24 00:45:32,train,True
12657,4869f7a5dfa277a7dca6462dcf3b52b2,2017-09-18 14:01:02,train,True
12658,a3e9a2c700480d9bb01fba070ba80a0e,2017-12-29 10:41:00,train,True
12659,8c16d1f32a54d92897cc437244442e1b,2017-05-21 21:22:31,train,True
12660,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-22 01:09:40,train,True
12661,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-02 21:53:30,train,True
12662,b499c00f28f4b7069ff6550af8c1348a,2017-11-08 10:43:15,train,True
12663,da8622b14eb17ae2831f4ac5b9dab84a,2017-10-28 00:03:46,train,True
12664,0691148aee60ca47977c187804f935ae,2018-05-19 16:40:54,val,True
12665,f1fd5ab1181f827ffad998c1a5de7d74,2018-08-01 10:08:58,test,True
12666,d2374cbcbb3ca4ab1086534108cc3ab7,2018-01-01 21:53:39,train,True
12667,c31eff8334d6b3047ed34bebd4d62c36,2018-02-09 18:03:47,train,True
12668,270297ead4c65a6cd2593960d2af6b21,2017-05-15 20:09:57,train,True
12669,b6d44737c043328708f6749c2dbe50bd,2018-01-26 13:59:49,train,True
12670,b2ba3715d723d245138f291a6fe42594,2017-12-03 16:28:39,train,True
12671,855668e0971d4dfd7bef1b6a4133b41b,2017-09-14 10:38:06,train,True
12672,c731d18cea9bf687ffee82a241c25b11,2017-07-31 18:10:29,train,True
12673,7040e82f899a04d1b434b795a43b4617,2017-11-24 16:12:44,train,True
12674,3c7c4a49ec3c6550809089c6a2ca9370,2018-01-29 21:07:31,train,True
12675,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2017-03-20 10:44:52,train,True
12676,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-10-16 11:39:20,train,True
12677,4992e76a42cb3aad7a7047e0d3d7e729,2018-01-23 08:20:31,train,True
12678,ea8482cd71df3c1969d7b9473ff13abc,2018-03-13 16:11:56,train,True
12679,c31eff8334d6b3047ed34bebd4d62c36,2018-06-30 22:15:53,test,True
12680,213b25e6f54661939f11710a6fddb871,2018-07-12 10:40:34,test,True
12681,de722cd6dad950a92b7d4f82673f8833,2018-03-28 08:59:42,train,True
12682,282f23a9769b2690c5dda22e316f9941,2018-08-17 21:02:19,test,True
12683,a3a38f4affed601eb87a97788c949667,2017-09-25 21:35:14,train,True
12684,1900267e848ceeba8fa32d80c1a5f5a8,2017-09-04 16:34:58,train,True
12685,289cdb325fb7e7f891c38608bf9e0962,2018-07-24 22:27:24,test,True
12686,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-04-14 13:41:38,val,True
12687,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-04-14 13:41:38,val,True
12688,e26901d5ab434ce92fd9b5c256820a4e,2017-08-07 10:32:41,train,True
12689,669ae81880e08f269a64487cfb287169,2018-04-16 13:41:47,val,True
12690,7dc8c42cc750eeafea6c85712ffee9bf,2017-07-04 10:45:09,train,True
12691,7dc8c42cc750eeafea6c85712ffee9bf,2017-07-04 10:45:09,train,True
12692,adbc26658d6c7b4b6219f9d934598091,2018-05-09 18:20:05,val,True
12693,4e922959ae960d389249c378d1c939f5,2017-12-25 09:17:47,train,True
12694,8a130737016f838139d31878787a39c9,2018-07-05 18:09:38,test,True
12695,282f23a9769b2690c5dda22e316f9941,2017-12-07 18:38:48,train,True
12696,12b9676b00f60f3b700e83af21824c0e,2017-07-05 15:44:33,train,True
12697,dc8798cbf453b7e0f98745e396cc5616,2017-08-22 20:04:39,train,True
12698,640e21a7d01df7614a3b4923e990d40c,2018-08-13 19:43:15,test,True
12699,ff1fb4c404b2efe68b03350a8dc24122,2018-08-07 21:53:39,test,True
12700,7e3f87d16fb353f408d467e74fbd8014,2017-07-26 09:44:12,train,True
12701,c003204e1ab016dfa150abc119207b24,2018-03-28 19:56:10,train,True
12702,6560211a19b47992c3666cc44a7e94c0,2018-07-21 22:44:57,test,True
12703,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-23 22:16:16,train,True
12704,7178f9f4dd81dcef02f62acdf8151e01,2017-07-01 12:25:06,train,True
12705,e9779976487b77c6d4ac45f75ec7afe9,2018-04-26 13:46:58,val,True
12706,be8e909810184b9b19e886129149d8e5,2018-01-08 18:56:23,train,True
12707,2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-08-23 17:20:02,train,True
12708,4e922959ae960d389249c378d1c939f5,2017-11-10 20:03:05,train,True
12709,218f991754f360af9c2daa5e0b8e990c,2018-07-19 14:09:38,test,True
12710,b14db04aa7881970e83ffa9426897925,2018-01-02 23:10:45,train,True
12711,16090f2ca825584b5a147ab24aa30c86,2018-05-25 18:44:28,val,True
12712,3d871de0142ce09b7081e2b9d1733cb1,2017-12-04 14:45:18,train,True
12713,058fd0aa2bfdb2274e05e1ae971dabb6,2017-11-10 11:38:04,train,True
12714,00fc707aaaad2d31347cf883cd2dfe10,2018-02-26 14:57:41,train,True
12715,855668e0971d4dfd7bef1b6a4133b41b,2017-10-31 22:14:43,train,True
12716,7c67e1448b00f6e969d365cea6b010ab,2017-11-29 14:06:39,train,True
12717,7c67e1448b00f6e969d365cea6b010ab,2017-11-29 14:06:39,train,True
12718,7c67e1448b00f6e969d365cea6b010ab,2017-11-29 14:06:39,train,True
12719,058fd0aa2bfdb2274e05e1ae971dabb6,2017-11-27 09:02:55,train,True
12720,abcd2cb37d46c2c8fb1bf071c859fc5b,2018-05-16 18:32:36,val,True
12721,a45314082d50d578a4721c9787ce09ab,2018-08-18 12:56:03,test,True
12722,7040e82f899a04d1b434b795a43b4617,2018-01-23 17:33:09,train,True
12723,7d13fca15225358621be4086e1eb0964,2018-05-02 14:58:19,val,True
12724,9f505651f4a6abe901a56cdc21508025,2018-08-19 19:57:42,test,True
12725,730937bf88cb151eb2eb849f642fc213,2018-04-11 16:17:48,val,True
12726,7c67e1448b00f6e969d365cea6b010ab,2017-12-05 01:53:56,train,True
12727,7f152321c60a266edc53af1925ef96c1,2018-04-26 18:28:38,val,True
12728,01c97ebb5cdac52891c0ed1c37ba0012,2018-03-05 08:53:57,train,True
12729,01c97ebb5cdac52891c0ed1c37ba0012,2018-03-05 08:53:57,train,True
12730,3dbbce181edfaa4a597ec858c382d2ec,2017-11-03 22:32:42,train,True
12731,128639473a139ac0f3e5f5ade55873a5,2018-04-02 10:57:09,train,True
12732,d2374cbcbb3ca4ab1086534108cc3ab7,2017-10-23 18:28:39,train,True
12733,dd2bdf855a9172734fbc3744021ae9b9,2017-03-24 12:20:28,train,True
12734,001cca7ae9ae17fb1caed9dfb1094831,2017-07-15 14:22:57,train,True
12735,fa1c13f2614d7b5c4749cbc52fecda94,2017-03-24 00:28:52,train,True
12736,00720abe85ba0859807595bbf045a33b,2018-04-13 08:46:34,val,True
12737,1a3df491d1c4f1589fc2b934ada68bf2,2018-02-14 13:05:17,train,True
12738,897060da8b9a21f655304d50fd935913,2017-08-11 21:39:53,train,True
12739,b0f2a6122a90a93eb03e68653dd960e3,2018-04-28 17:05:06,val,True
12740,de722cd6dad950a92b7d4f82673f8833,2018-08-06 19:38:56,test,True
12741,53243585a1d6dc2643021fd1853d8905,2017-09-01 22:52:49,train,True
12742,3d871de0142ce09b7081e2b9d1733cb1,2018-01-13 08:36:23,train,True
12743,7299e27ed73d2ad986de7f7c77d919fa,2017-05-26 17:32:11,train,True
12744,1f50f920176fa81dab994f9023523100,2018-03-28 03:29:58,train,True
12745,1f50f920176fa81dab994f9023523100,2018-03-28 03:29:58,train,True
12746,1f50f920176fa81dab994f9023523100,2018-03-28 03:29:58,train,True
12747,cca3071e3e9bb7d12640c9fbe2301306,2017-05-17 18:14:31,train,True
12748,82e0a475a88cc9595229d8029273f045,2017-02-22 14:08:00,train,True
12749,8b28d096634035667e8263d57ba3368c,2017-09-24 22:18:40,train,True
12750,9f505651f4a6abe901a56cdc21508025,2018-08-18 15:25:36,test,True
12751,2ff97219cb8622eaf3cd89b7d9c09824,2018-03-30 18:29:32,train,True
12752,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-09 23:09:40,train,True
12753,79ebd9a61bac3eaf882805ed4ecfa12a,2018-03-02 23:51:51,train,True
12754,8e8a7ce9f2f970dc00e2acf6f6e199f6,2018-06-19 15:36:19,test,True
12755,715bbd5ba4e6b74cb0d2f29eb45058b0,2018-03-04 16:33:52,train,True
12756,8b321bb669392f5163d04c59e235e066,2018-02-02 14:23:48,train,True
12757,7aa538dd6e114e503a2e6154ea352253,2018-05-13 12:10:48,val,True
12758,f6122bc84774df1b372bdb3bb88ddb9f,2017-10-04 09:43:36,train,True
12759,3afc536624bc2e65bddfb5db33cc01f3,2018-01-23 17:56:14,train,True
12760,391fc6631aebcf3004804e51b40bcf1e,2017-06-19 15:21:19,train,True
12761,7299e27ed73d2ad986de7f7c77d919fa,2018-07-19 19:58:04,test,True
12762,7d76b645482be4a332374e8223836592,2017-09-15 08:51:48,train,True
12763,897060da8b9a21f655304d50fd935913,2018-01-16 13:39:20,train,True
12764,31561f325664a8a7aba4c8d0c3a9b3db,2018-07-01 18:14:07,test,True
12765,37515688008a7a40ac93e3b2e4ab203f,2017-10-12 13:04:22,train,True
12766,e6ffc9ac6a7adc9d16a1cfc2286dd546,2018-03-29 09:57:50,train,False
12767,218d46b86c1881d022bce9c68a7d4b15,2017-05-16 20:38:47,train,True
12768,218d46b86c1881d022bce9c68a7d4b15,2017-05-16 20:38:47,train,True
12769,91f5779a8731baca4809fdeade81803f,2018-01-25 15:50:30,train,True
12770,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-08-05 09:55:04,train,True
12771,1835b56ce799e6a4dc4eddc053f04066,2018-01-26 16:19:34,train,True
12772,d673a59aac7a70d8b01e6902bf090a11,2018-01-26 16:19:34,train,True
12773,391fc6631aebcf3004804e51b40bcf1e,2018-01-26 16:19:34,train,True
12774,1900267e848ceeba8fa32d80c1a5f5a8,2018-01-26 16:19:34,train,True
12775,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-27 13:33:06,train,True
12776,dc4a0fc896dc34b0d5bfec8438291c80,2017-07-16 19:22:04,train,True
12777,7e3f87d16fb353f408d467e74fbd8014,2018-01-10 16:42:22,train,True
12778,8ae520247981aa06bc94abddf5f46d34,2018-03-07 23:46:19,train,True
12779,e9779976487b77c6d4ac45f75ec7afe9,2017-12-19 13:18:04,train,True
12780,fa1c13f2614d7b5c4749cbc52fecda94,2017-11-30 15:08:04,train,True
12781,33a6f4b1e7cdc205511e76ba1b6e0186,2018-04-02 14:02:33,train,True
12782,1dfe5347016252a7884b694d4f10f5c4,2017-11-23 16:54:43,train,True
12783,abcd2cb37d46c2c8fb1bf071c859fc5b,2018-03-05 16:02:07,train,True
12784,abcd2cb37d46c2c8fb1bf071c859fc5b,2018-03-05 16:02:07,train,True
12785,01fd077212124329bac32490e8ef80d9,2018-07-18 13:48:12,test,True
12786,7040e82f899a04d1b434b795a43b4617,2017-10-04 13:20:09,train,True
12787,b33e7c55446eabf8fe1a42d037ac7d6d,2018-01-22 18:38:28,train,True
12788,ef506c96320abeedfb894c34db06f478,2017-02-27 21:24:42,train,True
12789,0241d4d5d36f10f80c644447315af0bd,2017-10-08 19:00:03,train,True
12790,4a3ca9315b744ce9f8e9374361493884,2017-11-23 22:53:23,train,True
12791,4e06067cc08b3f41d837768d392c3ee3,2017-11-24 19:03:03,train,True
12792,87d3c3aeb3ead335511b3ce315eb341e,2018-06-30 11:10:38,test,True
12793,955fee9216a65b617aa5c0531780ce60,2018-02-09 18:03:13,train,True
12794,1f50f920176fa81dab994f9023523100,2018-02-09 13:47:22,train,True
12795,edb1ef5e36e0c8cd84eb3c9b003e486d,2017-12-13 15:58:33,train,True
12796,3c7c4a49ec3c6550809089c6a2ca9370,2018-01-27 10:24:36,train,True
12797,d2374cbcbb3ca4ab1086534108cc3ab7,2018-02-09 17:59:02,train,True
12798,d2374cbcbb3ca4ab1086534108cc3ab7,2018-02-09 17:59:02,train,True
12799,128639473a139ac0f3e5f5ade55873a5,2017-07-26 21:38:15,train,True
12800,bce6a5ecf98e99fd2a8868b15c51f04b,2018-06-16 11:21:37,test,True
12801,6560211a19b47992c3666cc44a7e94c0,2017-09-04 19:01:29,train,True
12802,c826c40d7b19f62a09e2d7c5e7295ee2,2018-03-02 09:31:48,train,True
12803,624f4ece8da4aafb77699233d480f8ef,2017-08-01 17:13:41,train,True
12804,6560211a19b47992c3666cc44a7e94c0,2017-12-04 07:03:40,train,True
12805,6560211a19b47992c3666cc44a7e94c0,2018-02-26 22:13:45,train,True
12806,c826c40d7b19f62a09e2d7c5e7295ee2,2018-04-12 11:57:02,val,True
12807,b2ac621f0d0322434d04a12b078b9369,2018-02-09 15:18:41,train,True
12808,527801b552d0077ffd170872eb49683b,2017-11-27 21:27:42,train,True
12809,0c8380b62e38e8a1e6adbeba7eb9688c,2018-08-14 11:53:21,test,True
12810,dfa0c4c6229ab200a4a1336b4d7128ff,2018-07-04 15:20:14,test,True
12811,33ac3e28642ab8bda860a2f693000e78,2017-04-02 00:07:02,train,True
12812,92d14edfb62ee5ae7fdff70b0f4e7233,2018-02-14 20:29:42,train,True
12813,e9779976487b77c6d4ac45f75ec7afe9,2018-02-14 20:29:42,train,True
12814,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-04-01 11:08:04,train,True
12815,a17f621c590ea0fab3d5d883e1630ec6,2017-12-07 23:15:44,train,True
12816,83645b1645cdee8953ee54c29ceed564,2017-08-10 13:16:08,train,True
12817,cca3071e3e9bb7d12640c9fbe2301306,2017-06-14 15:47:06,train,True
12818,cca3071e3e9bb7d12640c9fbe2301306,2017-06-14 15:47:06,train,True
12819,e8b3a3a38279a82f0e5d006d5e5b7d2c,2018-02-11 18:25:29,train,True
12820,99a54764c341d5dc80b4a8fac4eba3fb,2018-05-18 00:32:34,val,True
12821,2a84855fd20af891be03bc5924d2b453,2018-03-28 22:18:04,train,True
12822,17e34d8224d27a541263c4c64b11a56b,2017-05-04 14:30:51,train,True
12823,b372ee768ed69e46ca8cdbd267aa7a38,2018-06-19 11:21:42,test,True
12824,6c17baf138731a4aaacc3210adf2037b,2018-08-12 21:07:27,test,True
12825,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-12-13 23:53:33,train,True
12826,9616352088dcf83a7c06637f4ebf1c80,2017-08-23 13:58:50,train,True
12827,9616352088dcf83a7c06637f4ebf1c80,2017-08-23 13:58:50,train,True
12828,4a3ca9315b744ce9f8e9374361493884,2017-01-14 15:41:48,train,True
12829,b98b715fe9e276204e2a3464f48cd796,2017-02-03 15:20:03,train,True
12830,a3a38f4affed601eb87a97788c949667,2017-03-13 10:40:07,train,True
12831,86ccac0b835037332a596a33b6949ee1,2018-02-01 16:02:34,train,True
12832,86ccac0b835037332a596a33b6949ee1,2018-02-01 16:02:34,train,True
12833,54965bbe3e4f07ae045b90b0b8541f52,2017-11-25 20:39:58,train,True
12834,16090f2ca825584b5a147ab24aa30c86,2017-12-04 20:56:01,train,True
12835,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-19 11:26:23,train,True
12836,dbc22125167c298ef99da25668e1011f,2018-05-16 20:42:25,val,True
12837,6560211a19b47992c3666cc44a7e94c0,2018-07-01 13:08:05,test,True
12838,4869f7a5dfa277a7dca6462dcf3b52b2,2018-08-18 18:50:32,test,True
12839,da8622b14eb17ae2831f4ac5b9dab84a,2017-11-28 23:21:17,train,True
12840,1f50f920176fa81dab994f9023523100,2017-11-24 21:36:30,train,True
12841,f8db351d8c4c4c22c6835c19a46f01b0,2017-01-26 13:43:07,train,True
12842,9b013e03b2ab786505a1d3b5c0756754,2018-03-15 22:56:52,train,True
12843,ea8482cd71df3c1969d7b9473ff13abc,2017-12-29 14:23:31,train,True
12844,25cf099de44674fde97473224f9d59ab,2018-01-07 22:22:22,train,True
12845,79ee721b6f766066a80264402548d359,2017-02-13 18:32:55,train,True
12846,6560211a19b47992c3666cc44a7e94c0,2017-07-07 13:29:30,train,True
12847,f457c46070d02cadd8a68551231220dd,2017-12-26 14:47:27,train,True
12848,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-27 19:13:05,train,True
12849,cd68562d3f44870c08922d380acae552,2017-10-14 22:12:01,train,True
12850,42b729f859728f5079499127a9c2ef37,2018-08-09 08:37:26,test,True
12851,039e6ad9dae79614493083e241147386,2018-04-27 05:57:39,val,True
12852,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,2018-05-03 19:31:15,val,True
12853,7299e27ed73d2ad986de7f7c77d919fa,2018-07-19 17:24:35,test,True
12854,e9779976487b77c6d4ac45f75ec7afe9,2018-08-01 19:46:06,test,True
12855,fa1c13f2614d7b5c4749cbc52fecda94,2018-07-20 01:22:03,test,True
12856,c3cfdc648177fdbbbb35635a37472c53,2017-07-30 15:12:21,train,True
12857,41c2bad7229b0c25e6becf179ebf63ff,2018-01-06 18:14:56,train,True
12858,955fee9216a65b617aa5c0531780ce60,2018-05-08 07:14:16,val,True
12859,cd68562d3f44870c08922d380acae552,2018-01-04 01:55:07,train,True
12860,66922902710d126a0e7d26b0e3805106,2017-11-22 19:48:39,train,True
12861,709e16e2b25c7474d980076c6bfc4806,2018-07-28 19:11:14,test,True
12862,f8db351d8c4c4c22c6835c19a46f01b0,2017-08-15 12:59:15,train,True
12863,37be5a7c751166fbc5f8ccba4119e043,2017-06-10 18:02:25,train,True
12864,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-02-03 12:54:08,train,True
12865,8581055ce74af1daba164fdbd55a40de,2017-04-21 10:10:08,train,True
12866,da8622b14eb17ae2831f4ac5b9dab84a,2018-03-19 09:33:29,train,True
12867,87142160b41353c4e5fca2360caf6f92,2017-07-11 13:52:55,train,True
12868,7a67c85e85bb2ce8582c35f2203ad736,2017-06-13 00:03:08,train,True
12869,e64d65bc8dbec2accda90c58de5d1246,2018-03-14 14:34:27,train,True
12870,8160255418d5aaa7dbdc9f4c64ebda44,2018-07-19 10:39:06,test,True
12871,71593c7413973a1e160057b80d4958f6,2018-08-03 13:19:41,test,True
12872,71593c7413973a1e160057b80d4958f6,2018-08-03 13:19:41,test,True
12873,289cdb325fb7e7f891c38608bf9e0962,2018-05-13 20:06:00,val,True
12874,a416b6a846a11724393025641d4edd5e,2017-11-26 16:41:58,train,True
12875,85d9eb9ddc5d00ca9336a2219c97bb13,2018-04-20 12:24:23,val,True
12876,813348c996469b40f2e028d5429d3495,2017-06-24 17:48:01,train,True
12877,e9779976487b77c6d4ac45f75ec7afe9,2018-04-11 20:48:46,val,True
12878,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-09-03 14:00:03,train,True
12879,f8db351d8c4c4c22c6835c19a46f01b0,2017-05-08 22:16:40,train,True
12880,c003204e1ab016dfa150abc119207b24,2018-06-13 02:32:34,test,True
12881,516e7738bd8f735ac19a010ee5450d8d,2018-06-19 21:55:43,test,True
12882,dee656f0f566ed1aa85bd137c943f08f,2018-06-11 20:32:09,test,True
12883,88460e8ebdecbfecb5f9601833981930,2018-07-16 15:11:23,test,True
12884,cc419e0650a3c5ba77189a1882b7556a,2017-08-21 22:04:27,train,True
12885,897060da8b9a21f655304d50fd935913,2017-08-02 11:43:32,train,True
12886,23613d49c3ac2bd302259e55c06c050c,2018-03-29 13:40:53,train,True
12887,7681ef142fd2c19048da7430856b5588,2018-05-22 00:49:37,val,True
12888,de23c3b98a88888289c6f5cc1209054a,2018-01-07 17:32:06,train,True
12889,3969863bb8af7f72580b3b1ffd3a17b3,2017-12-05 10:29:44,train,True
12890,b499c00f28f4b7069ff6550af8c1348a,2018-05-02 14:34:58,val,True
12891,ebd2d60905fb58271facef5596b620d3,2017-10-30 18:28:06,train,True
12892,1835b56ce799e6a4dc4eddc053f04066,2018-02-13 12:31:16,train,True
12893,1835b56ce799e6a4dc4eddc053f04066,2018-02-13 12:31:16,train,True
12894,de9727ca376d1be6ec121b110aa7954c,2018-08-15 08:52:48,test,True
12895,08633c14ef2db992c11f840f04fad4cd,2018-08-06 11:04:37,test,True
12896,2a5b78b41cd05baeac8df54c6606b92c,2018-06-05 17:54:43,test,True
12897,4a3ca9315b744ce9f8e9374361493884,2017-07-23 11:57:55,train,True
12898,f626e15b7314c267e4429010866f70e9,2018-06-21 16:34:24,test,True
12899,8a2d12a90e92f012ce5226fc6592b653,2018-07-28 02:39:42,test,True
12900,1c129092bf23f28a5930387c980c0dfc,2017-12-05 12:56:13,train,True
12901,8160255418d5aaa7dbdc9f4c64ebda44,2018-06-25 01:05:38,test,True
12902,1961c3e1272bfeceb05d0b78b5bbfdaf,2018-07-28 23:32:46,test,True
12903,1961c3e1272bfeceb05d0b78b5bbfdaf,2018-07-28 23:32:46,test,True
12904,8581055ce74af1daba164fdbd55a40de,2017-06-19 07:45:20,train,True
12905,725c32fa80c2faacc4fc88450d27314e,2018-07-23 14:56:35,test,True
12906,8b321bb669392f5163d04c59e235e066,2018-04-11 13:49:15,val,True
12907,92eb0f42c21942b6552362b9b114707d,2018-07-25 12:58:46,test,True
12908,0bae85eb84b9fb3bd773911e89288d54,2018-01-06 22:30:29,train,True
12909,fa1c13f2614d7b5c4749cbc52fecda94,2017-12-01 16:58:27,train,True
12910,72bc2cce903c872fe376a8faaa81d237,2017-12-05 10:27:20,train,True
12911,f84fa566034f5e8e880a07ec624c56af,2018-03-02 21:49:35,train,True
12912,c8b3445d737de6befde0c88ede534a5e,2017-12-17 22:45:55,train,True
12913,870d0118f7a9d85960f29ad89d5d989a,2017-08-20 21:54:16,train,True
12914,870d0118f7a9d85960f29ad89d5d989a,2017-08-20 21:54:16,train,True
12915,4ebdc7e6cd6102a022dadc49156d4ea8,2018-01-09 16:10:54,train,True
12916,9c0e69c7bf2619675bbadf47b43f655a,2017-06-01 10:06:12,train,True
12917,d2374cbcbb3ca4ab1086534108cc3ab7,2018-01-31 11:55:52,train,True
12918,4869f7a5dfa277a7dca6462dcf3b52b2,2017-09-22 10:34:32,train,True
12919,53243585a1d6dc2643021fd1853d8905,2017-11-02 16:29:37,train,True
12920,8b321bb669392f5163d04c59e235e066,2018-02-22 16:11:14,train,True
12921,8b321bb669392f5163d04c59e235e066,2018-02-22 16:11:14,train,True
12922,b561927807645834b59ef0d16ba55a24,2018-06-06 20:41:36,test,True
12923,5cf13accae3222c70a9cac40818ae839,2018-08-03 15:53:52,test,True
12924,8a130737016f838139d31878787a39c9,2018-02-10 16:50:42,train,True
12925,4371b634e0efc0e22b09b52907d9d469,2018-04-23 13:12:38,val,True
12926,e256a62e0ac58c0edfba09966142d561,2018-07-23 17:03:40,test,True
12927,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-01-12 00:31:57,train,True
12928,00720abe85ba0859807595bbf045a33b,2018-04-10 14:09:05,val,True
12929,00720abe85ba0859807595bbf045a33b,2018-04-10 14:09:05,val,True
