evento_id,entidade_id,split,churn_rotulo,churn_baseline,risco_review_negativo_rotulo,risco_review_negativo_baseline,risco_atraso_entrega_rotulo,risco_atraso_entrega_baseline
65548,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,13.6,1.0,5.0,0.0,0.0
87053,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,12.0,1.0,5.0,0.0,0.0
87054,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,10.285714285714286,1.0,5.0,0.0,0.0
50864,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,10.125,0.0,5.0,0.0,0.0
95110,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,9.777777777777779,0.0,2.0,0.0,0.0
95111,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,8.8,0.0,2.0,0.0,0.0
57968,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,8.0,0.0,5.0,0.0,0.0
86697,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,7.75,0.0,5.0,0.0,0.0
43662,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,7.538461538461538,0.0,5.0,0.0,0.0
26936,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,7.071428571428571,0.0,5.0,0.0,0.0
84685,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.8,1.0,5.0,0.0,0.0
4052,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.5,0.0,5.0,0.0,0.0
18153,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.117647058823529,0.0,5.0,0.0,0.0
96523,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.111111111111111,0.0,5.0,0.0,0.0
96524,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.7894736842105265,0.0,5.0,0.0,0.0
97814,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.05,0.0,5.0,0.0,0.0
91446,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.809523809523809,0.0,5.0,0.0,0.0
58093,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.7272727272727275,0.0,5.0,0.0,0.0
63441,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.0,1.0,5.0,0.0,0.0
73942,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.75,0.0,5.0,0.0,0.0
40338,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.0,0.0,5.0,0.0,0.0
93268,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,6.153846153846154,0.0,5.0,0.0,0.0
78998,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.925925925925926,0.0,5.0,0.0,0.0
37955,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.75,0.0,5.0,0.0,0.0
90105,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.586206896551724,0.0,5.0,0.0,0.0
90106,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.4,0.0,5.0,0.0,0.0
90107,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.225806451612903,0.0,5.0,0.0,0.0
55099,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,5.0625,0.0,5.0,0.0,0.0
55100,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.909090909090909,0.0,5.0,0.0,0.0
28017,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.794117647058823,0.0,5.0,0.0,0.0
57880,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.742857142857143,0.0,5.0,0.0,0.0
106486,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.611111111111111,0.0,5.0,0.0,0.0
6792,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.486486486486487,0.0,5.0,0.0,0.0
36248,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.368421052631579,0.0,5.0,0.0,0.0
15185,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.282051282051282,0.0,5.0,0.0,0.0
62813,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.175,0.0,5.0,0.0,0.0
98183,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.073170731707317,0.0,5.0,0.0,0.0
32044,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.0476190476190474,0.0,5.0,0.0,0.0
87225,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.023255813953488,0.0,5.0,0.0,0.0
87226,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.9318181818181817,0.0,5.0,0.0,0.0
53816,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.911111111111111,0.0,5.0,0.0,0.0
12375,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.847826086956522,0.0,5.0,0.0,0.0
12376,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.765957446808511,1.0,5.0,0.0,0.0
22115,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.104166666666667,0.0,5.0,0.0,0.0
63917,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.081632653061225,0.0,5.0,0.0,0.0
63918,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,4.0,0.0,5.0,0.0,0.0
1093,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.980392156862745,0.0,5.0,0.0,0.0
27342,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.980769230769231,0.0,5.0,0.0,0.0
27343,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.9056603773584904,0.0,5.0,0.0,0.0
76045,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.8333333333333335,0.0,5.0,0.0,0.0
76046,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.7636363636363637,0.0,5.0,0.0,0.0
78630,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.75,0.0,5.0,0.0,0.0
2030,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.6842105263157894,0.0,5.0,0.0,0.0
82080,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.6724137931034484,0.0,5.0,0.0,0.0
63868,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.711864406779661,0.0,5.0,0.0,0.0
59375,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.7333333333333334,0.0,5.0,0.0,0.0
20518,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.6721311475409837,0.0,5.0,0.0,0.0
20519,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.6129032258064515,0.0,5.0,0.0,0.0
15208,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.5555555555555554,0.0,5.0,1.0,0.0
80731,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.5,0.0,5.0,0.0,0.0
64023,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.4615384615384617,0.0,5.0,0.0,0.015384615384615385
90805,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.4696969696969697,0.0,5.0,0.0,0.015151515151515152
108435,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.417910447761194,0.0,5.0,0.0,0.014925373134328358
69258,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.3676470588235294,0.0,5.0,0.0,0.014705882352941176
69259,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.318840579710145,1.0,5.0,0.0,0.014492753623188406
92643,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2714285714285714,1.0,5.0,0.0,0.014285714285714285
92644,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2253521126760565,1.0,5.0,0.0,0.014084507042253521
92645,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.1805555555555554,0.0,5.0,0.0,0.013888888888888888
102199,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2054794520547945,0.0,5.0,0.0,0.0136986301369863
60910,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.1621621621621623,1.0,5.0,0.0,0.013513513513513514
94281,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.1466666666666665,0.0,5.0,0.0,0.013333333333333334
10917,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.289473684210526,0.0,5.0,0.0,0.013157894736842105
58206,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.3376623376623376,0.0,5.0,0.0,0.012987012987012988
58207,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2948717948717947,0.0,5.0,0.0,0.01282051282051282
73901,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.3037974683544302,1.0,5.0,,0.012658227848101266
35196,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2875,0.0,5.0,0.0,0.0125
109951,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.271604938271605,0.0,5.0,0.0,0.0125
17051,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2439024390243905,0.0,5.0,0.0,0.012345679012345678
82336,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.2048192771084336,0.0,5.0,0.0,0.012195121951219513
85259,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.1904761904761907,0.0,5.0,0.0,0.012048192771084338
42816,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.152941176470588,0.0,5.0,0.0,0.011904761904761904
66468,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.127906976744186,0.0,5.0,0.0,0.011764705882352941
82251,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.103448275862069,0.0,5.0,0.0,0.011627906976744186
12631,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.0681818181818183,0.0,5.0,0.0,0.011494252873563218
34137,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.033707865168539,0.0,5.0,0.0,0.011363636363636364
27845,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,3.0,0.0,5.0,0.0,0.011235955056179775
91134,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.967032967032967,0.0,5.0,0.0,0.011111111111111112
43682,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.9456521739130435,0.0,5.0,0.0,0.01098901098901099
23969,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.913978494623656,0.0,5.0,0.0,0.010869565217391304
8075,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.893617021276596,,5.0,0.0,0.010752688172043012
45666,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.863157894736842,0.0,5.0,0.0,0.010638297872340425
63578,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.8333333333333335,0.0,5.0,0.0,0.010526315789473684
41115,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.814432989690722,0.0,5.0,0.0,0.010416666666666666
41116,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.7857142857142856,0.0,5.0,0.0,0.010309278350515464
96081,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.757575757575758,0.0,5.0,0.0,0.01020408163265306
50873,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.75,0.0,5.0,0.0,0.010101010101010102
58894,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.8316831683168315,0.0,5.0,0.0,0.01
13504,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.8137254901960786,0.0,5.0,0.0,0.009900990099009901
104152,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.8058252427184467,0.0,5.0,0.0,0.00980392156862745
9077,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.7884615384615383,0.0,5.0,0.0,0.009708737864077669
58733,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.761904761904762,0.0,5.0,0.0,0.009615384615384616
60920,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.7452830188679247,0.0,5.0,0.0,0.009523809523809525
92107,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.7383177570093458,0.0,5.0,0.0,0.009433962264150943
81621,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.759259259259259,0.0,5.0,0.0,0.009345794392523364
28476,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.743119266055046,0.0,5.0,0.0,0.009259259259259259
29244,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.727272727272727,0.0,5.0,0.0,0.009174311926605505
30414,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.720720720720721,0.0,5.0,0.0,0.00909090909090909
97860,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6964285714285716,1.0,5.0,1.0,0.009009009009009009
104017,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.690265486725664,1.0,5.0,,0.008928571428571428
78317,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6666666666666665,1.0,5.0,,0.017699115044247787
78318,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.643478260869565,1.0,5.0,1.0,0.017699115044247787
61131,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6293103448275863,0.0,5.0,0.0,0.017699115044247787
13455,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6324786324786325,0.0,5.0,0.0,0.02631578947368421
7199,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.610169491525424,0.0,5.0,0.0,0.02608695652173913
5071,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6218487394957983,0.0,5.0,0.0,0.02586206896551724
45296,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6083333333333334,0.0,5.0,0.0,0.02564102564102564
93219,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6198347107438016,0.0,5.0,0.0,0.025423728813559324
100133,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.6147540983606556,0.0,5.0,0.0,0.025210084033613446
100134,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.5934959349593494,0.0,5.0,0.0,0.025
1451,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.5725806451612905,0.0,5.0,0.0,0.024793388429752067
66697,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.584,0.0,5.0,0.0,0.02459016393442623
56547,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.5873015873015874,1.0,5.0,0.0,0.024390243902439025
102534,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.5669291338582676,1.0,5.0,0.0,0.024193548387096774
102535,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.546875,1.0,5.0,0.0,0.024
102536,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.5271317829457365,0.0,5.0,0.0,0.023809523809523808
41205,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.546153846153846,0.0,5.0,0.0,0.023622047244094488
36211,259f7b5e6e482c230e5bfaa670b6bb8f,train,0.0,2.5267175572519083,0.0,5.0,0.0,0.0234375
2369,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5606060606060606,0.0,5.0,0.0,0.023255813953488372
39889,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5413533834586466,0.0,5.0,0.0,0.023076923076923078
21223,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.529850746268657,0.0,5.0,0.0,0.022900763358778626
34876,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5185185185185186,0.0,5.0,0.0,0.022727272727272728
72784,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.536764705882353,0.0,5.0,0.0,0.022556390977443608
14137,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5328467153284673,0.0,5.0,0.0,0.022388059701492536
82814,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5434782608695654,0.0,5.0,0.0,0.022222222222222223
17534,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.539568345323741,0.0,5.0,0.0,0.022058823529411766
73177,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5214285714285714,0.0,5.0,0.0,0.021897810218978103
21828,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5390070921985815,0.0,5.0,0.0,0.021739130434782608
95748,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5211267605633805,0.0,5.0,0.0,0.02158273381294964
95749,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.5034965034965033,0.0,5.0,0.0,0.02142857142857143
100542,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4930555555555554,0.0,5.0,0.0,0.02127659574468085
101960,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4827586206896552,0.0,5.0,0.0,0.02112676056338028
17722,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4657534246575343,0.0,5.0,0.0,0.02097902097902098
95271,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4693877551020407,0.0,5.0,0.0,0.020833333333333332
7216,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.472972972972973,0.0,5.0,0.0,0.020689655172413793
29759,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4563758389261743,0.0,5.0,0.0,0.02054794520547945
49202,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.466666666666667,0.0,5.0,0.0,0.02040816326530612
49203,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4503311258278146,0.0,5.0,0.0,0.02027027027027027
49204,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4342105263157894,0.0,5.0,0.0,0.020134228187919462
98664,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.457516339869281,0.0,5.0,0.0,0.02
43489,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.448051948051948,0.0,5.0,0.0,0.019867549668874173
99613,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4387096774193546,0.0,5.0,0.0,0.019736842105263157
79560,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4294871794871793,1.0,5.0,0.0,0.0196078431372549
52526,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.4140127388535033,1.0,5.0,0.0,0.01948051948051948
52527,259f7b5e6e482c230e5bfaa670b6bb8f,val,0.0,2.3987341772151898,0.0,5.0,0.0,0.01935483870967742
82076,259f7b5e6e482c230e5bfaa670b6bb8f,test,0.0,2.408805031446541,0.0,5.0,0.0,0.019230769230769232
54845,259f7b5e6e482c230e5bfaa670b6bb8f,test,0.0,2.43125,1.0,5.0,0.0,0.01910828025477707
41127,259f7b5e6e482c230e5bfaa670b6bb8f,test,0.0,2.440993788819876,0.0,5.0,0.0,0.0189873417721519
43417,259f7b5e6e482c230e5bfaa670b6bb8f,test,1.0,2.4382716049382718,0.0,5.0,0.0,0.018867924528301886
35092,259f7b5e6e482c230e5bfaa670b6bb8f,test,0.0,2.8404907975460123,0.0,5.0,0.0,0.01875
106169,259f7b5e6e482c230e5bfaa670b6bb8f,test,,2.823170731707317,,5.0,,0.018633540372670808
62138,25be943a321c8938947bdaabca979a90,val,1.0,4.962464354400159,0.0,5.0,0.0,0.08948106591865358
574,25be943a321c8938947bdaabca979a90,test,1.0,36.0,0.0,5.0,0.0,0.0
36498,25be943a321c8938947bdaabca979a90,test,0.0,39.5,1.0,5.0,,0.0
47571,25be943a321c8938947bdaabca979a90,test,0.0,35.0,1.0,4.0,,0.0
36888,25be943a321c8938947bdaabca979a90,test,,28.5,,4.0,,0.0
31099,25c5c91f63607446a97b143d2d535d31,train,0.0,4.962464354400159,0.0,5.0,0.0,0.08948106591865358
71841,25c5c91f63607446a97b143d2d535d31,train,0.0,14.0,0.0,4.0,0.0,0.0
71842,25c5c91f63607446a97b143d2d535d31,train,0.0,7.0,0.0,4.0,0.0,0.0
71843,25c5c91f63607446a97b143d2d535d31,train,0.0,4.666666666666667,1.0,5.0,0.0,0.0
55264,25c5c91f63607446a97b143d2d535d31,train,0.0,5.25,1.0,5.0,0.0,0.0
55265,25c5c91f63607446a97b143d2d535d31,train,0.0,4.2,0.0,5.0,0.0,0.0
34575,25c5c91f63607446a97b143d2d535d31,train,0.0,3.5,1.0,5.0,1.0,0.0
39,25c5c91f63607446a97b143d2d535d31,train,0.0,4.0,0.0,5.0,0.0,0.0
64656,25c5c91f63607446a97b143d2d535d31,train,0.0,3.5,0.0,5.0,0.0,0.125
93662,25c5c91f63607446a97b143d2d535d31,train,0.0,5.111111111111111,0.0,5.0,0.0,0.1111111111111111
75798,25c5c91f63607446a97b143d2d535d31,train,0.0,5.3,0.0,5.0,0.0,0.1
21201,25c5c91f63607446a97b143d2d535d31,train,0.0,5.363636363636363,0.0,5.0,0.0,0.09090909090909091
21202,25c5c91f63607446a97b143d2d535d31,train,0.0,4.916666666666667,0.0,5.0,0.0,0.08333333333333333
44026,25c5c91f63607446a97b143d2d535d31,train,0.0,4.538461538461538,0.0,5.0,0.0,0.07692307692307693
44027,25c5c91f63607446a97b143d2d535d31,train,0.0,4.214285714285714,0.0,5.0,0.0,0.07142857142857142
44028,25c5c91f63607446a97b143d2d535d31,train,0.0,3.933333333333333,0.0,5.0,0.0,0.06666666666666667
44029,25c5c91f63607446a97b143d2d535d31,train,0.0,3.6875,0.0,5.0,0.0,0.0625
2766,25c5c91f63607446a97b143d2d535d31,train,0.0,3.4705882352941178,0.0,5.0,0.0,0.058823529411764705
2767,25c5c91f63607446a97b143d2d535d31,train,0.0,3.2777777777777777,0.0,5.0,0.0,0.05555555555555555
2768,25c5c91f63607446a97b143d2d535d31,train,0.0,3.1052631578947367,0.0,5.0,0.0,0.05263157894736842
2769,25c5c91f63607446a97b143d2d535d31,train,0.0,2.95,0.0,5.0,0.0,0.05
63253,25c5c91f63607446a97b143d2d535d31,train,0.0,2.857142857142857,0.0,5.0,0.0,0.047619047619047616
62513,25c5c91f63607446a97b143d2d535d31,train,0.0,2.8636363636363638,0.0,5.0,0.0,0.045454545454545456
22697,25c5c91f63607446a97b143d2d535d31,train,0.0,2.869565217391304,0.0,5.0,0.0,0.043478260869565216
22698,25c5c91f63607446a97b143d2d535d31,train,0.0,2.75,0.0,5.0,1.0,0.041666666666666664
86608,25c5c91f63607446a97b143d2d535d31,train,0.0,2.64,1.0,5.0,0.0,0.04
31378,25c5c91f63607446a97b143d2d535d31,train,0.0,2.5384615384615383,0.0,5.0,0.0,0.07692307692307693
46198,25c5c91f63607446a97b143d2d535d31,train,0.0,2.7037037037037037,0.0,5.0,0.0,0.07407407407407407
36943,25c5c91f63607446a97b143d2d535d31,train,0.0,2.7857142857142856,0.0,5.0,0.0,0.07142857142857142
36944,25c5c91f63607446a97b143d2d535d31,train,0.0,2.689655172413793,0.0,5.0,0.0,0.06896551724137931
5169,25c5c91f63607446a97b143d2d535d31,train,0.0,2.6666666666666665,0.0,5.0,0.0,0.06666666666666667
40502,25c5c91f63607446a97b143d2d535d31,train,0.0,2.5806451612903225,0.0,5.0,0.0,0.06451612903225806
60016,25c5c91f63607446a97b143d2d535d31,train,0.0,2.5625,0.0,5.0,0.0,0.0625
96045,25c5c91f63607446a97b143d2d535d31,train,0.0,2.484848484848485,0.0,5.0,0.0,0.06060606060606061
96046,25c5c91f63607446a97b143d2d535d31,train,0.0,2.411764705882353,0.0,5.0,0.0,0.058823529411764705
19145,25c5c91f63607446a97b143d2d535d31,train,0.0,2.5428571428571427,0.0,5.0,0.0,0.05714285714285714
19146,25c5c91f63607446a97b143d2d535d31,train,0.0,2.4722222222222223,0.0,5.0,0.0,0.05555555555555555
19147,25c5c91f63607446a97b143d2d535d31,train,0.0,2.4054054054054053,0.0,5.0,0.0,0.05405405405405406
19148,25c5c91f63607446a97b143d2d535d31,train,0.0,2.3421052631578947,0.0,5.0,0.0,0.05263157894736842
19149,25c5c91f63607446a97b143d2d535d31,train,0.0,2.282051282051282,0.0,5.0,0.0,0.05128205128205128
19150,25c5c91f63607446a97b143d2d535d31,train,0.0,2.225,0.0,5.0,0.0,0.05
33472,25c5c91f63607446a97b143d2d535d31,train,0.0,2.1707317073170733,0.0,5.0,0.0,0.04878048780487805
63491,25c5c91f63607446a97b143d2d535d31,train,0.0,2.2857142857142856,0.0,5.0,0.0,0.047619047619047616
63492,25c5c91f63607446a97b143d2d535d31,train,0.0,2.2325581395348837,0.0,5.0,0.0,0.046511627906976744
74264,25c5c91f63607446a97b143d2d535d31,train,0.0,2.227272727272727,0.0,5.0,,0.045454545454545456
83495,25c5c91f63607446a97b143d2d535d31,train,0.0,2.2444444444444445,0.0,5.0,1.0,0.044444444444444446
103109,25c5c91f63607446a97b143d2d535d31,train,0.0,2.239130434782609,0.0,5.0,0.0,0.044444444444444446
91963,25c5c91f63607446a97b143d2d535d31,train,0.0,2.3191489361702127,0.0,5.0,0.0,0.06521739130434782
57031,25c5c91f63607446a97b143d2d535d31,train,0.0,2.2708333333333335,0.0,5.0,0.0,0.06382978723404255
32657,25c5c91f63607446a97b143d2d535d31,train,0.0,2.2244897959183674,0.0,5.0,0.0,0.0625
32658,25c5c91f63607446a97b143d2d535d31,train,0.0,2.18,0.0,5.0,1.0,0.061224489795918366
20411,25c5c91f63607446a97b143d2d535d31,train,0.0,2.215686274509804,0.0,5.0,1.0,0.06
20412,25c5c91f63607446a97b143d2d535d31,train,0.0,2.173076923076923,0.0,5.0,1.0,0.0784313725490196
20413,25c5c91f63607446a97b143d2d535d31,train,0.0,2.1320754716981134,0.0,5.0,1.0,0.09615384615384616
20414,25c5c91f63607446a97b143d2d535d31,train,0.0,2.0925925925925926,0.0,5.0,0.0,0.11320754716981132
6079,25c5c91f63607446a97b143d2d535d31,train,0.0,2.0545454545454547,0.0,5.0,0.0,0.12962962962962962
5785,25c5c91f63607446a97b143d2d535d31,train,0.0,2.017857142857143,0.0,5.0,0.0,0.12727272727272726
55233,25c5c91f63607446a97b143d2d535d31,train,0.0,1.9824561403508771,0.0,5.0,0.0,0.125
55234,25c5c91f63607446a97b143d2d535d31,train,0.0,1.9482758620689655,0.0,5.0,0.0,0.12280701754385964
543,25c5c91f63607446a97b143d2d535d31,train,0.0,1.9152542372881356,0.0,5.0,0.0,0.1206896551724138
544,25c5c91f63607446a97b143d2d535d31,train,0.0,1.8833333333333333,0.0,5.0,0.0,0.11864406779661017
64521,25c5c91f63607446a97b143d2d535d31,train,0.0,1.9180327868852458,0.0,5.0,0.0,0.11666666666666667
64522,25c5c91f63607446a97b143d2d535d31,train,0.0,1.8870967741935485,0.0,5.0,0.0,0.11475409836065574
64523,25c5c91f63607446a97b143d2d535d31,train,0.0,1.8571428571428572,0.0,5.0,0.0,0.11290322580645161
64524,25c5c91f63607446a97b143d2d535d31,train,0.0,1.828125,0.0,5.0,0.0,0.1111111111111111
72425,25c5c91f63607446a97b143d2d535d31,train,0.0,1.8153846153846154,0.0,5.0,0.0,0.109375
72426,25c5c91f63607446a97b143d2d535d31,train,0.0,1.7878787878787878,0.0,5.0,0.0,0.1076923076923077
72427,25c5c91f63607446a97b143d2d535d31,train,0.0,1.7611940298507462,0.0,5.0,0.0,0.10606060606060606
72428,25c5c91f63607446a97b143d2d535d31,train,0.0,1.7352941176470589,0.0,5.0,0.0,0.1044776119402985
40555,25c5c91f63607446a97b143d2d535d31,train,0.0,1.826086956521739,0.0,5.0,0.0,0.10294117647058823
