transacao_id,categoria_produto,split,valor_total,desconto,valor_total_bucket,desconto_bucket
18562,Máquinas,train,22584.7,3229.94,3,6
18563,Máquinas,train,33290.94,883.95,4,2
18564,Defensivos,train,346.2,21.0,0,0
18565,Máquinas,train,14365.22,1720.45,1,3
18566,Sementes,train,5920.03,439.31,6,7
18567,Sementes,train,7418.74,1273.16,7,9
18568,Fertilizantes,train,3301.31,253.93,3,4
18569,Defensivos,train,570.92,34.77,0,0
18570,Defensivos,train,5592.79,533.39,5,7
18571,Defensivos,train,10029.93,536.91,8,7
18572,Máquinas,train,74651.29,7818.41,7,8
18573,Fertilizantes,train,1327.76,172.0,0,2
18574,Máquinas,train,30595.8,1382.72,4,3
18575,Defensivos,train,6021.68,50.8,6,0
18576,Máquinas,train,31755.24,1501.74,4,3
18577,Máquinas,train,71142.79,5040.59,7,7
18578,Máquinas,train,6698.36,342.03,0,0
18579,Máquinas,train,37242.63,2021.52,4,4
18580,Defensivos,train,4652.78,104.42,5,1
18581,Sementes,train,6070.69,432.62,6,6
18582,Defensivos,train,768.32,121.33,0,2
18583,Fertilizantes,train,528.23,36.05,0,0
18584,Fertilizantes,train,1015.23,47.08,0,0
18585,Fertilizantes,train,5282.9,701.38,5,7
18586,Fertilizantes,train,1253.91,178.2,0,2
18587,Fertilizantes,train,4966.22,261.45,4,4
18588,Sementes,train,3189.6,28.02,3,0
18589,Sementes,train,5444.05,600.25,6,8
18590,Fertilizantes,train,6745.84,672.5,6,7
18591,Máquinas,train,16060.93,599.17,2,1
18592,Máquinas,train,13442.6,437.98,1,0
18593,Sementes,train,7320.39,892.81,7,9
18594,Máquinas,train,164314.84,15501.32,9,9
18595,Defensivos,train,1805.47,73.21,1,1
18596,Defensivos,train,4390.02,517.08,4,7
18597,Máquinas,train,9510.46,1084.97,0,2
18598,Máquinas,train,54670.94,4566.7,6,7
18599,Sementes,train,862.88,89.84,0,1
18600,Defensivos,train,10425.46,466.54,8,6
18601,Máquinas,train,18529.72,1943.24,2,4
18602,Defensivos,train,6565.26,988.94,6,9
18603,Defensivos,train,1841.82,57.54,1,0
18604,Fertilizantes,train,4782.53,383.07,4,5
18605,Fertilizantes,train,1389.48,199.42,1,3
18606,Fertilizantes,train,4027.85,325.33,3,5
18607,Máquinas,train,12609.43,270.03,1,0
18608,Máquinas,train,56155.03,5682.32,6,8
18609,Máquinas,train,10723.01,440.79,1,0
18610,Máquinas,train,34693.46,2700.54,4,5
18611,Máquinas,train,42789.43,552.71,5,1
18612,Fertilizantes,train,7076.2,863.06,6,8
18613,Fertilizantes,train,6547.57,742.55,6,8
18614,Fertilizantes,train,8346.58,511.12,7,6
18615,Fertilizantes,train,3829.22,208.42,3,3
18616,Sementes,train,9031.63,568.31,8,7
18617,Fertilizantes,train,15518.53,862.27,9,8
18618,Sementes,train,4829.33,568.57,5,7
18619,Sementes,train,6455.3,309.75,7,5
18620,Máquinas,train,5410.48,667.06,0,1
18621,Fertilizantes,train,8332.11,370.64,7,5
18622,Sementes,train,3168.12,292.62,3,5
18623,Sementes,train,1073.06,60.64,0,1
18624,Fertilizantes,train,19003.6,492.0,9,6
18625,Defensivos,train,6267.85,412.15,6,6
18626,Máquinas,train,54903.78,3460.23,6,6
18627,Fertilizantes,train,19884.91,364.46,9,5
18628,Sementes,train,11421.88,1038.44,9,9
18629,Defensivos,train,1476.96,28.84,1,0
18630,Sementes,train,8844.77,469.63,8,7
18631,Defensivos,train,5506.53,184.53,5,3
18632,Máquinas,train,10584.76,520.72,1,1
18633,Defensivos,train,5934.38,741.27,6,8
18634,Sementes,train,661.18,30.44,0,0
18635,Máquinas,train,14483.13,1226.13,1,2
18636,Fertilizantes,train,1663.05,117.01,1,1
18637,Fertilizantes,train,6103.81,396.11,5,5
18638,Fertilizantes,train,10879.1,639.64,8,7
18639,Fertilizantes,train,9646.74,318.3,8,4
18640,Máquinas,train,80319.73,3948.17,8,6
18641,Fertilizantes,train,10574.37,779.94,8,8
18642,Fertilizantes,train,3560.03,269.97,3,4
18643,Máquinas,train,22598.56,808.28,3,1
18644,Defensivos,train,12032.45,1236.79,8,9
18645,Máquinas,train,28179.1,2222.42,3,4
18646,Máquinas,train,56201.14,4099.42,6,7
18647,Máquinas,train,40405.35,4833.57,5,7
18648,Fertilizantes,train,2354.88,112.4,2,1
18649,Fertilizantes,train,10220.88,1189.68,8,9
18650,Fertilizantes,train,15825.25,547.95,9,7
18651,Defensivos,train,10176.26,660.91,8,8
18652,Fertilizantes,train,4374.69,75.63,4,1
18653,Máquinas,train,39050.12,2039.6,5,4
18654,Sementes,train,10299.47,635.37,8,8
18655,Máquinas,train,7047.07,429.5,0,0
18656,Defensivos,train,3866.85,254.43,4,4
18657,Fertilizantes,train,6148.18,238.19,5,3
18658,Fertilizantes,train,10671.61,351.77,8,5
18659,Máquinas,train,16022.94,2108.54,1,4
18660,Fertilizantes,train,3546.2,41.98,3,0
18661,Fertilizantes,train,4165.14,472.26,3,6
18662,Máquinas,train,24130.38,1159.71,3,2
18663,Máquinas,train,45272.72,3420.08,5,6
18664,Sementes,train,5487.76,622.94,6,8
18665,Máquinas,train,52693.65,3386.75,6,6
18666,Máquinas,train,13387.65,843.0,1,1
18667,Fertilizantes,train,1911.55,216.93,1,3
18668,Defensivos,train,5354.74,362.96,5,5
18669,Defensivos,train,3790.03,402.97,4,6
18670,Fertilizantes,train,5520.88,163.16,5,2
18671,Fertilizantes,train,3041.33,202.24,2,3
18672,Fertilizantes,train,2909.29,354.39,2,5
18673,Defensivos,train,1070.72,38.89,0,0
18674,Máquinas,train,34918.28,2783.14,4,5
18675,Fertilizantes,train,1643.29,218.06,1,3
18676,Fertilizantes,train,934.13,86.11,0,1
18677,Fertilizantes,train,1268.82,12.82,0,0
18678,Máquinas,train,61862.17,6427.63,7,8
18679,Defensivos,train,1965.53,46.21,1,0
18680,Fertilizantes,train,1257.39,103.46,0,1
18681,Fertilizantes,train,5988.9,555.58,5,7
18682,Máquinas,train,45918.37,2981.57,5,5
18683,Defensivos,train,16923.11,1023.29,9,9
18684,Máquinas,train,14956.47,618.93,1,1
18685,Máquinas,train,18043.08,744.08,2,1
18686,Defensivos,train,1112.03,171.51,0,3
18687,Defensivos,train,9765.41,634.63,8,7
18688,Máquinas,train,243855.59,13054.49,9,9
18689,Defensivos,train,5679.5,179.94,5,3
18690,Máquinas,train,72719.76,11877.44,7,9
18691,Máquinas,train,28732.94,1703.71,3,3
18692,Defensivos,train,8365.98,475.08,7,6
18693,Fertilizantes,train,35941.28,3105.32,9,9
18694,Defensivos,train,13067.57,116.86,9,2
18695,Defensivos,train,1050.24,128.83,0,2
18696,Sementes,train,1545.77,29.83,1,0
18697,Máquinas,train,32292.3,988.26,4,2
18698,Defensivos,train,2459.8,145.86,2,2
18699,Defensivos,train,2419.1,121.33,2,2
18700,Defensivos,train,3955.38,267.33,4,4
18701,Sementes,train,2992.61,303.64,3,5
18702,Fertilizantes,train,2782.69,189.5,2,3
18703,Máquinas,train,32211.7,870.51,4,1
18704,Máquinas,train,48171.77,2438.13,6,5
18705,Sementes,train,3772.49,225.42,4,4
18706,Defensivos,train,1105.32,163.15,0,3
18707,Fertilizantes,train,773.27,31.95,0,0
18708,Sementes,train,2422.74,221.46,2,4
18709,Máquinas,train,24410.59,2146.29,3,4
18710,Fertilizantes,train,9020.11,191.93,7,3
18711,Máquinas,train,25398.36,2050.12,3,4
18712,Fertilizantes,train,6450.22,709.46,6,8
18713,Máquinas,train,37835.94,1769.46,5,4
18714,Sementes,train,4896.0,401.11,5,6
18715,Defensivos,train,2882.26,72.46,3,1
18716,Defensivos,train,9470.37,581.58,8,7
18717,Fertilizantes,train,15366.47,500.29,9,6
18718,Fertilizantes,train,7706.02,207.77,6,3
18719,Fertilizantes,train,7805.61,948.87,7,8
18720,Defensivos,train,4048.03,162.59,4,3
18721,Máquinas,train,116341.11,11836.59,9,9
18722,Máquinas,train,24592.94,1446.3,3,3
18723,Fertilizantes,train,5351.01,890.87,5,8
18724,Sementes,train,3571.59,203.31,4,4
18725,Máquinas,train,68249.77,8410.69,7,9
18726,Sementes,train,5144.39,205.36,5,4
18727,Máquinas,train,10366.06,114.82,1,0
18728,Defensivos,train,4308.15,261.93,4,4
18729,Fertilizantes,train,5604.11,409.57,5,5
18730,Sementes,train,9273.01,461.33,8,7
18731,Máquinas,train,61038.04,4706.56,7,7
18732,Fertilizantes,train,16419.19,1239.29,9,9
18733,Máquinas,train,37050.2,2603.8,4,5
18734,Sementes,train,3044.97,244.07,3,4
18735,Máquinas,train,13190.52,938.7,1,2
18736,Máquinas,train,72383.06,5636.14,7,8
18737,Defensivos,train,4161.68,250.92,4,4
18738,Máquinas,train,25887.96,701.07,3,1
18739,Fertilizantes,train,6519.1,162.89,6,2
18740,Sementes,train,6713.86,266.49,7,5
18741,Fertilizantes,train,12201.8,1398.5,8,9
18742,Máquinas,train,93436.83,3730.61,8,6
18743,Máquinas,train,5735.63,482.34,0,0
18744,Máquinas,train,13853.29,2064.21,1,4
18745,Fertilizantes,train,919.27,116.09,0,1
18746,Fertilizantes,train,6047.66,234.09,5,3
18747,Sementes,train,6025.78,463.04,6,7
18748,Máquinas,train,46939.12,5706.34,6,8
18749,Sementes,train,14459.08,1165.48,9,9
18750,Fertilizantes,train,16204.34,606.94,9,7
18751,Fertilizantes,train,8848.0,647.6,7,7
18752,Máquinas,train,84258.79,7355.11,8,8
18753,Sementes,train,2838.19,202.93,3,4
18754,Fertilizantes,train,3982.46,241.44,3,3
18755,Fertilizantes,train,8446.89,245.31,7,4
18756,Defensivos,train,775.88,114.64,0,2
18757,Fertilizantes,train,4965.4,680.68,4,7
18758,Máquinas,train,19499.2,2878.7,2,5
18759,Fertilizantes,train,6168.98,785.31,5,8
18760,Fertilizantes,train,1165.35,120.73,0,1
18761,Fertilizantes,train,5139.32,149.08,4,2
18762,Sementes,train,3433.89,232.62,4,4
18763,Máquinas,train,17035.98,1834.62,2,4
18764,Defensivos,train,22658.55,3118.01,9,9
18765,Máquinas,train,40823.17,3175.95,5,6
18766,Defensivos,train,2561.91,376.23,2,6
18767,Máquinas,train,80299.12,2330.0,8,4
18768,Defensivos,train,15922.54,1345.85,9,9
18769,Defensivos,train,5612.08,353.84,5,5
18770,Máquinas,train,48313.14,3084.7,6,5
18771,Fertilizantes,train,3561.13,302.1,3,4
18772,Fertilizantes,train,6214.3,431.78,5,6
18773,Máquinas,train,24102.54,819.18,3,1
18774,Fertilizantes,train,9476.95,908.89,7,8
18775,Sementes,train,793.66,95.49,0,1
18776,Máquinas,train,53244.56,2127.69,6,4
18777,Defensivos,train,1439.36,168.24,1,3
18778,Sementes,train,4222.08,301.32,4,5
18779,Máquinas,train,63689.2,6549.2,7,8
18780,Defensivos,train,6808.79,875.11,6,8
18781,Sementes,train,12821.3,1055.0,9,9
18782,Fertilizantes,train,1606.37,48.57,1,0
18783,Defensivos,train,1373.33,117.79,1,2
18784,Fertilizantes,train,2829.21,250.75,2,4
18785,Máquinas,train,44619.6,4056.54,5,7
18786,Sementes,train,4014.28,315.92,4,5
18787,Defensivos,train,1128.01,138.53,0,2
18788,Fertilizantes,train,2088.19,147.75,1,2
18789,Fertilizantes,train,8973.54,448.5,7,6
18790,Fertilizantes,train,5558.56,369.8,5,5
18791,Sementes,train,1774.16,37.92,1,0
18792,Máquinas,train,13916.15,218.59,1,0
18793,Sementes,train,9119.7,824.76,8,9
18794,Fertilizantes,train,6804.69,213.51,6,3
18795,Máquinas,train,9013.07,749.5,0,1
18796,Fertilizantes,train,6677.68,537.92,6,7
18797,Defensivos,train,2722.33,97.03,2,1
18798,Máquinas,train,24157.23,1842.45,3,4
18799,Defensivos,train,6533.41,237.49,6,4
18800,Sementes,train,4174.02,342.94,4,6
18801,Fertilizantes,train,8027.2,1257.5,7,9
18802,Máquinas,train,97328.41,3527.39,8,6
18803,Sementes,train,4341.21,171.69,5,3
18804,Defensivos,train,7978.91,499.63,7,7
18805,Fertilizantes,train,3031.47,178.87,2,2
18806,Máquinas,train,17866.51,661.39,2,1
18807,Sementes,train,7385.53,493.75,7,7
18808,Sementes,train,6447.54,700.89,7,8
18809,Máquinas,train,99478.53,7120.71,8,8
18810,Máquinas,train,21198.4,2264.42,2,4
18811,Máquinas,train,13399.46,687.1,1,1
18812,Fertilizantes,train,18509.0,2403.8,9,9
18813,Máquinas,train,7070.32,45.1,0,0
18814,Máquinas,train,38556.88,3631.64,5,6
18815,Defensivos,train,2072.07,182.63,2,3
18816,Máquinas,train,24279.16,2274.84,3,4
18817,Máquinas,train,55041.37,3660.42,6,6
18818,Máquinas,train,3067.4,44.75,0,0
18819,Defensivos,train,4740.39,398.73,5,6
18820,Sementes,train,8470.03,542.61,8,7
18821,Fertilizantes,train,3058.46,390.26,2,5
18822,Defensivos,train,2239.04,125.8,2,2
18823,Máquinas,train,44262.76,1535.44,5,3
18824,Máquinas,train,37121.87,3944.23,4,6
18825,Fertilizantes,train,10485.57,910.22,8,8
18826,Máquinas,train,8823.8,686.46,0,1
18827,Máquinas,train,8824.31,881.21,0,2
18828,Máquinas,train,27298.85,1499.05,3,3
18829,Sementes,train,5722.67,457.88,6,7
18830,Máquinas,train,57203.44,5443.86,6,7
18831,Máquinas,train,11071.97,526.83,1,1
18832,Máquinas,train,24212.98,1293.98,3,3
18833,Máquinas,train,48621.31,1400.97,6,3
18834,Máquinas,train,161566.6,9457.34,9,9
18835,Fertilizantes,train,8378.91,928.53,7,8
18836,Máquinas,train,15967.46,2004.64,1,4
18837,Defensivos,train,8160.28,287.45,7,5
18838,Máquinas,train,27728.0,2800.88,3,5
18839,Defensivos,train,1599.04,206.12,1,3
18840,Máquinas,train,97636.39,3525.29,8,6
18841,Máquinas,train,43570.61,2196.35,5,4
18842,Máquinas,train,20830.27,1086.17,2,2
18843,Sementes,train,9791.72,813.78,8,8
18844,Máquinas,train,12791.24,1374.36,1,3
18845,Fertilizantes,train,6760.85,344.5,6,5
18846,Fertilizantes,train,9973.01,1051.69,8,9
18847,Defensivos,train,1380.86,122.29,1,2
18848,Máquinas,train,26420.22,3063.9,3,5
18849,Sementes,train,2891.51,84.64,3,1
18850,Fertilizantes,train,4300.8,202.55,4,3
18851,Defensivos,train,3474.68,399.34,3,6
18852,Máquinas,train,55794.59,2211.82,6,4
18853,Fertilizantes,train,3774.08,43.96,3,0
18854,Máquinas,train,11319.0,128.74,1,0
18855,Máquinas,train,59545.33,6554.97,7,8
18856,Máquinas,train,5104.83,211.34,0,0
18857,Fertilizantes,train,6157.27,736.12,5,8
18858,Máquinas,train,11474.19,647.78,1,1
18859,Máquinas,train,8290.24,172.99,0,0
18860,Máquinas,train,27994.32,1977.78,3,4
18861,Máquinas,train,57771.57,2448.96,6,5
18862,Máquinas,train,12102.65,820.63,1,1
18863,Defensivos,train,5288.15,788.92,5,8
18864,Máquinas,train,31069.91,1176.43,4,2
18865,Fertilizantes,train,21480.85,1967.55,9,9
18866,Sementes,train,6722.28,249.47,7,4
18867,Fertilizantes,train,2337.4,314.58,2,4
18868,Fertilizantes,train,6564.37,844.55,6,8
18869,Sementes,train,3449.55,158.5,4,3
18870,Defensivos,train,827.76,20.22,0,0
18871,Máquinas,train,75686.41,7389.03,8,8
18872,Fertilizantes,train,3018.02,163.72,2,2
18873,Defensivos,train,4041.18,382.34,4,6
18874,Defensivos,train,1399.22,72.78,1,1
18875,Máquinas,train,12007.46,1046.3,1,2
18876,Sementes,train,1458.77,113.14,1,2
18877,Defensivos,train,12630.13,987.23,9,9
18878,Máquinas,train,135284.81,3086.07,9,5
18879,Fertilizantes,train,4122.46,414.34,3,6
18880,Máquinas,train,49393.91,1905.17,6,4
18881,Máquinas,train,27436.02,612.6,3,1
18882,Sementes,train,5677.02,663.7,6,8
18883,Fertilizantes,train,1808.17,153.68,1,2
18884,Máquinas,train,9653.36,333.13,0,0
18885,Máquinas,train,30250.15,286.65,4,0
18886,Fertilizantes,train,2178.41,77.51,1,1
18887,Defensivos,train,6194.76,261.48,6,4
18888,Sementes,train,6110.14,138.62,6,2
18889,Defensivos,train,5707.89,105.63,5,1
18890,Defensivos,train,6662.51,315.49,6,5
18891,Defensivos,train,3037.53,86.82,3,1
18892,Máquinas,train,108761.56,3924.52,9,6
18893,Fertilizantes,train,8304.89,1042.56,7,9
18894,Máquinas,train,25258.65,2075.55,3,4
18895,Fertilizantes,train,3201.45,75.45,3,1
18896,Sementes,train,2830.22,232.78,3,4
18897,Defensivos,train,4056.08,271.18,4,4
18898,Máquinas,train,4040.02,382.66,0,0
18899,Fertilizantes,train,4109.31,231.24,3,3
18900,Defensivos,train,10084.45,450.48,8,6
18901,Máquinas,train,74250.08,3194.32,7,6
18902,Sementes,train,5484.7,614.82,6,8
18903,Defensivos,train,3642.44,196.69,3,3
18904,Defensivos,train,2978.04,61.92,3,1
18905,Máquinas,train,37240.53,1012.85,4,2
18906,Fertilizantes,train,4672.51,114.37,4,1
18907,Sementes,train,2390.33,253.43,2,4
18908,Sementes,train,1171.7,46.08,1,0
18909,Máquinas,train,27637.64,2293.71,3,4
18910,Defensivos,train,5243.25,472.47,5,6
18911,Defensivos,train,3809.03,357.43,4,5
18912,Sementes,train,3311.12,79.52,3,1
18913,Sementes,train,684.26,46.83,0,0
18914,Fertilizantes,train,8324.53,631.34,7,7
18915,Defensivos,train,5135.32,546.52,5,7
18916,Defensivos,train,1472.24,126.49,1,2
18917,Máquinas,train,115329.62,15670.22,9,9
18918,Máquinas,train,31245.7,2546.52,4,5
18919,Máquinas,train,100467.35,2027.71,8,4
18920,Defensivos,train,4366.9,387.3,4,6
18921,Máquinas,train,22031.48,922.22,2,2
18922,Fertilizantes,train,10322.73,193.65,8,3
18923,Máquinas,train,46465.53,2994.75,5,5
18924,Defensivos,train,2915.19,355.74,3,5
18925,Fertilizantes,train,1294.1,76.18,0,1
18926,Defensivos,train,8195.11,534.29,7,7
18927,Máquinas,train,44950.15,4111.73,5,7
18928,Fertilizantes,train,669.9,22.53,0,0
18929,Máquinas,train,34327.64,1483.44,4,3
18930,Máquinas,train,115308.51,6711.42,9,8
18931,Sementes,train,1456.4,101.74,1,2
18932,Sementes,train,2996.41,121.59,3,2
18933,Sementes,train,5605.35,364.95,6,6
18934,Defensivos,train,1762.85,158.91,1,2
18935,Sementes,train,8006.34,452.66,8,7
18936,Sementes,train,4589.38,422.83,5,6
18937,Máquinas,train,37279.97,2887.87,4,5
18938,Máquinas,train,188996.65,9778.35,9,9
18939,Máquinas,train,145162.12,9384.89,9,9
18940,Fertilizantes,train,1224.78,76.22,0,1
18941,Defensivos,train,4645.98,356.37,5,5
18942,Fertilizantes,train,3029.42,406.46,2,5
18943,Defensivos,train,4054.32,160.2,4,2
18944,Máquinas,train,28276.16,3352.08,3,6
18945,Fertilizantes,train,4843.18,446.58,4,6
18946,Defensivos,train,880.92,60.24,0,0
18947,Sementes,train,1871.36,199.78,2,3
18948,Sementes,train,6698.82,205.44,7,4
18949,Sementes,train,12445.43,1218.47,9,9
18950,Máquinas,train,128632.64,17965.91,9,9
18951,Fertilizantes,train,11253.93,1704.9,8,9
18952,Máquinas,train,12725.03,261.02,1,0
18953,Máquinas,train,18827.75,670.84,2,1
18954,Sementes,train,3662.05,100.83,4,1
18955,Máquinas,train,131935.73,6116.83,9,8
18956,Máquinas,train,8507.99,763.27,0,1
18957,Máquinas,train,10893.09,1255.61,1,2
18958,Máquinas,train,21022.24,2940.6,2,5
18959,Sementes,train,2739.91,265.45,3,4
18960,Fertilizantes,train,5084.58,412.97,4,5
18961,Máquinas,train,12922.8,842.28,1,1
18962,Máquinas,train,9410.21,690.95,0,1
18963,Máquinas,train,9718.6,770.66,0,1
18964,Defensivos,train,10321.59,478.41,8,6
18965,Sementes,train,1163.61,77.5,1,1
18966,Sementes,train,2991.45,372.0,3,6
18967,Defensivos,train,1311.94,56.86,1,0
18968,Máquinas,train,43376.44,2231.61,5,4
18969,Sementes,train,506.35,19.92,0,0
18970,Sementes,train,1093.66,180.85,0,3
18971,Fertilizantes,train,5620.04,282.01,5,4
18972,Máquinas,train,29256.45,2101.25,3,4
18973,Máquinas,train,10548.11,1009.41,1,2
18974,Máquinas,train,7087.65,248.23,0,0
18975,Sementes,train,4075.35,393.75,4,6
18976,Defensivos,train,11348.72,1625.12,8,9
18977,Máquinas,train,98486.0,12664.6,8,9
18978,Máquinas,train,67449.97,8100.03,7,9
18979,Sementes,train,5205.75,77.43,6,1
18980,Máquinas,train,19636.83,2747.85,2,5
18981,Fertilizantes,train,3106.78,495.72,2,6
18982,Defensivos,train,8291.56,1007.29,7,9
18983,Máquinas,train,4044.95,97.96,0,0
18984,Defensivos,train,12984.71,2130.88,9,9
18985,Sementes,train,13340.02,1670.08,9,9
18986,Defensivos,train,10023.28,134.48,8,2
18987,Fertilizantes,train,8301.85,192.95,7,3
18988,Sementes,train,1487.06,87.43,1,1
18989,Máquinas,train,21720.66,2290.77,2,4
18990,Máquinas,train,18756.66,2399.62,2,5
18991,Defensivos,train,11419.49,1541.81,8,9
18992,Máquinas,train,32764.49,2814.31,4,5
18993,Máquinas,train,24919.16,1396.09,3,3
18994,Máquinas,train,9089.57,391.04,0,0
18995,Máquinas,train,58632.5,8225.53,6,9
18996,Sementes,train,2004.06,245.39,2,4
18997,Fertilizantes,train,1650.97,134.55,1,2
18998,Sementes,train,3441.94,224.41,4,4
18999,Defensivos,train,1035.5,31.28,0,0
19000,Sementes,train,5658.95,292.81,6,5
19001,Sementes,train,10590.28,1225.58,9,9
19002,Fertilizantes,train,11719.49,437.35,8,6
19003,Máquinas,train,96016.55,5047.85,8,7
19004,Máquinas,train,12918.28,997.12,1,2
19005,Fertilizantes,train,2841.64,320.84,2,4
19006,Fertilizantes,train,6436.0,950.92,6,8
19007,Máquinas,train,101089.33,11061.31,8,9
19008,Máquinas,train,52461.69,2883.74,6,5
19009,Defensivos,train,6822.47,205.46,6,3
19010,Máquinas,train,259472.49,6599.91,9,8
19011,Máquinas,train,138769.75,3903.77,9,6
19012,Fertilizantes,train,8898.3,796.5,7,8
19013,Máquinas,train,157724.53,18442.16,9,9
19014,Máquinas,train,58663.96,1309.64,6,3
19015,Defensivos,train,1071.91,100.2,0,1
19016,Máquinas,train,27083.27,1269.38,3,2
19017,Defensivos,train,747.29,38.21,0,0
19018,Máquinas,train,126873.03,4981.45,9,7
19019,Máquinas,train,7785.6,97.91,0,0
19020,Máquinas,train,92568.06,3541.74,8,6
19021,Fertilizantes,train,3704.32,258.72,3,4
19022,Máquinas,train,7559.5,679.62,0,1
19023,Máquinas,train,24941.87,2705.03,3,5
19024,Sementes,train,10373.28,218.62,8,4
19025,Máquinas,train,71663.1,8127.48,7,9
19026,Máquinas,train,12774.12,891.0,1,2
19027,Fertilizantes,train,4287.49,237.41,4,3
19028,Sementes,train,9061.13,958.95,8,9
19029,Sementes,train,1599.12,108.64,1,2
19030,Defensivos,train,4709.45,363.2,5,5
19031,Sementes,train,6508.24,543.26,7,7
19032,Fertilizantes,train,3359.78,10.54,3,0
19033,Máquinas,train,49886.5,3089.6,6,6
19034,Fertilizantes,train,3967.58,163.14,3,2
19035,Máquinas,train,12568.82,1281.97,1,3
19036,Sementes,train,2778.95,174.53,3,3
19037,Defensivos,train,21936.55,1703.95,9,9
19038,Fertilizantes,train,3237.74,344.62,3,5
19039,Máquinas,train,53777.75,2591.65,6,5
19040,Fertilizantes,train,5857.16,451.48,5,6
19041,Máquinas,train,115571.54,1580.83,9,3
19042,Sementes,train,589.52,33.45,0,0
19043,Máquinas,train,28899.14,2237.5,3,4
19044,Máquinas,train,17072.48,1096.4,2,2
19045,Sementes,train,5348.06,272.74,6,5
19046,Sementes,train,2260.61,118.43,2,2
19047,Defensivos,train,4733.52,211.92,5,3
19048,Fertilizantes,train,2669.89,107.6,2,1
19049,Fertilizantes,train,11237.53,219.03,8,3
19050,Sementes,train,583.93,30.45,0,0
19051,Defensivos,train,1026.72,127.48,0,2
19052,Máquinas,train,22225.51,1867.79,2,4
19053,Defensivos,train,5687.88,695.52,5,8
19054,Máquinas,train,15009.49,1073.15,1,2
19055,Sementes,train,3777.38,437.56,4,7
19056,Fertilizantes,train,10068.24,505.2,8,6
19057,Sementes,train,2587.4,212.8,2,4
19058,Máquinas,train,39081.29,2710.01,5,5
19059,Máquinas,train,19927.8,1125.2,2,2
19060,Máquinas,train,28231.31,2363.2,3,5
19061,Máquinas,train,5153.64,115.98,0,0
19062,Máquinas,train,7495.41,534.59,0,1
19063,Fertilizantes,train,1237.61,141.41,0,2
19064,Fertilizantes,train,8954.32,876.16,7,8
19065,Fertilizantes,train,11617.82,1162.15,8,9
19066,Máquinas,train,3301.76,467.74,0,0
19067,Defensivos,train,416.17,22.8,0,0
19068,Fertilizantes,train,2373.24,194.73,2,3
19069,Máquinas,train,16822.02,167.76,2,0
19070,Fertilizantes,train,4118.65,273.4,3,4
19071,Defensivos,train,1200.41,110.65,0,2
19072,Sementes,train,3632.3,67.92,4,1
19073,Fertilizantes,train,7716.87,897.54,6,8
19074,Sementes,train,10846.03,1437.01,9,9
19075,Sementes,train,2140.08,100.82,2,1
19076,Sementes,train,3942.59,266.41,4,5
19077,Fertilizantes,train,4224.82,576.93,4,7
19078,Defensivos,train,4827.03,174.89,5,3
19079,Máquinas,train,53540.8,2582.96,6,5
19080,Sementes,train,4624.46,517.53,5,7
19081,Fertilizantes,train,3566.39,529.6,3,7
19082,Defensivos,train,6088.64,638.59,6,8
19083,Sementes,train,1189.61,86.41,1,1
19084,Máquinas,train,42677.26,3781.14,5,6
19085,Máquinas,train,34347.54,1352.46,4,3
19086,Defensivos,train,12648.44,800.26,9,8
19087,Defensivos,train,2393.01,88.83,2,1
19088,Defensivos,train,8752.54,886.74,7,8
19089,Sementes,train,525.48,24.01,0,0
19090,Máquinas,train,78960.03,5992.77,8,8
19091,Máquinas,train,15968.98,1246.14,1,2
19092,Máquinas,train,74600.24,2056.8,7,4
19093,Fertilizantes,train,2999.44,284.0,2,4
19094,Sementes,train,1628.24,60.28,1,1
19095,Sementes,train,6554.48,865.03,7,9
19096,Sementes,train,3209.66,267.04,3,5
19097,Defensivos,train,7119.57,430.62,7,6
19098,Fertilizantes,train,8163.13,57.04,7,0
19099,Fertilizantes,train,2444.17,312.43,2,4
19100,Máquinas,train,66119.31,3660.69,7,6
19101,Sementes,train,3861.28,496.78,4,7
19102,Máquinas,train,38970.26,2218.9,5,4
19103,Defensivos,train,3064.94,271.86,3,4
19104,Fertilizantes,train,8122.28,1043.24,7,9
19105,Máquinas,train,64150.03,4109.45,7,7
19106,Defensivos,train,4163.21,471.99,4,6
19107,Máquinas,train,49872.11,2975.23,6,5
19108,Sementes,train,15579.05,1142.65,9,9
19109,Máquinas,train,47948.02,1277.59,6,3
19110,Fertilizantes,train,18282.29,997.42,9,8
19111,Sementes,train,713.72,40.7,0,0
19112,Máquinas,train,8281.31,366.71,0,0
19113,Defensivos,train,8596.72,80.9,7,1
19114,Sementes,train,2696.46,192.72,3,3
19115,Máquinas,train,24717.89,1744.91,3,3
19116,Máquinas,train,28574.66,1031.06,3,2
19117,Defensivos,train,12067.18,741.68,8,8
19118,Defensivos,train,763.23,123.79,0,2
19119,Sementes,train,4505.87,519.63,5,7
19120,Sementes,train,36535.79,1709.41,9,9
19121,Máquinas,train,33140.8,2900.2,4,5
19122,Fertilizantes,train,4010.51,531.67,3,7
19123,Máquinas,train,183503.31,17366.43,9,9
19124,Máquinas,train,134197.65,6700.51,9,8
19125,Sementes,train,3959.62,225.56,4,4
19126,Sementes,train,5757.02,153.58,6,3
19127,Sementes,train,2361.26,256.98,2,4
19128,Máquinas,train,53983.72,5068.2,6,7
19129,Defensivos,train,2956.92,194.18,3,3
